STT;Khoá;Nhóm;Mã lớp HP;tenmon;Số lượng;Số lượng;SLSV;Mã GV;Mã GV;Tuần;khoa dạy;malop;Tên giảng viên;Thứ 2;Thứ 3;Thứ 4;Thứ 5;Thứ 6;Thứ 7;CN
1602;24;26B;103317025202426B;PBL 2: Thiết kế mặt bằng xưởng sản xuất;25;25;0;10108;10108;"22-27;31-33;35-41";103;24N26(HTCN);Lê Cung;;;;9-10,A146;;;
1603;24;26C;103317025202426C;PBL 2: Thiết kế mặt bằng xưởng sản xuất;25;25;0;10108;10108;"22-27;31-33;35-41";103;24N26(HTCN);Lê Cung;;;;;;4-5,B105;
1604;24;27;105017325202427;Thực tập Nhận thức;62;62;0;"10432
";"10432
";34-34;105;24N27(D1);"Nguyễn Quang Tân
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
1605;24;27;105092325202427;Lý thuyết Điều khiển tự động;62;62;0;10671;10671;"22-27;31-33;35-41";105;24N27(D1);Trương Thị Bích Thanh;;;;;8-9,F206;;
1606;24;27;105137325202427;Lý thuyết Mạch điện 2;62;62;0;10357;10357;"22-27;31-33;35-41";105;24N27(D1);Nguyễn Thị Ái Nhi;;;6-7,F408;;;;
1607;24;27;105141325202427;Thiết bị điện;62;62;0;10065;10065;"22-27;31-33;35-41";105;24N27(D1);Lê Thành Bắc;;1-2,F403;;;;;
1608;24;27;105244325202427;Vật liệu điện và an toàn điện;62;62;0;10042;10042;"22-27;31-33;35-41";105;24N27(D1);Lưu Ngọc An;;;8-9,F408;;;;
1609;24;27;105246025202427;Máy điện;62;62;0;10422;10422;"22-27;31-33;35-41";105;24N27(D1);Võ Quang Sơn;;;;7-10,F207;;;
1610;24;27;209016025202427;Chủ nghĩa Xã hội khoa học;90;90;0;20662;20662;"22-27;31-33;35-41";209;24N27(D1);Nguyễn Thị Kiều Trinh;;;;;;1-2,E1.101;
1611;24;27A;105247025202427A;Mạch điện tử tương tự và số;31;31;0;10058;10058;"22-27;31-33;35-41";105;24N27(D1);Trần Thái Anh Âu;6-7,E1.103;;;;;;
1612;24;27A;105254025202427A;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N27(D1);"Trần Anh Tuấn
";;7-10,I102;;;;;
1613;24;27A;105255025202427A;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";36-38;105;24N27(D1);"Khương Thị Út Thương
";1-4,I104;;;;;;
1614;24;27A;105322025202427A;PBL 1: Máy điện;31;31;0;10636;10636;"22-27;31-33;35-41";105;24N27(D1);Nguyễn Hồ Sĩ Hùng;;;;;;8-9,A146;
1615;24;27B;105247025202427B;Mạch điện tử tương tự và số;31;31;0;10311;10311;"22-27;31-33;35-41";105;24N27(D1);Nguyễn Hoàng Mai;9-10,E1.104;;;;;;
1616;24;27B;105254025202427B;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N27(D1);"Trần Anh Tuấn
";;;;1-4,I102;;;
1617;24;27B;105255025202427B;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";36-38;105;24N27(D1);"Khương Thị Út Thương
";;;1-4,I104;;;;
1618;24;27B;105322025202427B;PBL 1: Máy điện;31;31;0;10636;10636;"22-27;31-33;35-41";105;24N27(D1);Nguyễn Hồ Sĩ Hùng;;;;;;6-7,A146;
1619;24;27C;105254025202427C;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N27(D1);"Trần Anh Tuấn
";;;;;1-4,I102;;
1620;24;27C;105255025202427C;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";36-38;105;24N27(D1);"Khương Thị Út Thương
";;;;1-4,I104;;;
1621;24;28;105017325202428;Thực tập Nhận thức;58;58;0;"10609
";"10609
";34-34;105;24N28(D2);"Nguyễn Văn Cả
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
1622;24;28;105092325202428;Lý thuyết Điều khiển tự động;58;58;0;10671;10671;"22-27;31-33;35-41";105;24N28(D2);Trương Thị Bích Thanh;8-9,F403;;;;;;
1623;24;28;105137325202428;Lý thuyết Mạch điện 2;58;58;0;10357;10357;"22-27;31-33;35-41";105;24N28(D2);Nguyễn Thị Ái Nhi;;;8-9,F403;;;;
1624;24;28;105141325202428;Thiết bị điện;58;58;0;10636;10636;"22-27;31-33;35-41";105;24N28(D2);Nguyễn Hồ Sĩ Hùng;;;;8-9,F109;;;
1625;24;28;105244325202428;Vật liệu điện và an toàn điện;58;58;0;10042;10042;"22-27;31-33;35-41";105;24N28(D2);Lưu Ngọc An;;;6-7,F403;;;;
1626;24;28;105246025202428;Máy điện;58;58;0;10422;10422;"22-27;31-33;35-41";105;24N28(D2);Võ Quang Sơn;;;;;7-10,F209;;
1627;24;28;105247025202428;Mạch điện tử tương tự và số;58;58;0;10311;10311;"22-27;31-33;35-41";105;24N28(D2);Nguyễn Hoàng Mai;6-7,F403;;;;;;
1628;24;28;209016025202428;Chủ nghĩa Xã hội khoa học;90;90;0;11183;11183;"22-27;31-33;35-41";209;24N28(D2);Nguyễn Lê Thu Hiền;;;;6-7,F109;;;
1629;24;28A;105254025202428A;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N28(D2);"Trần Anh Tuấn
";1-4,I102;;;;;;
1630;24;28A;105255025202428A;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";36-38;105;24N28(D2);"Khương Thị Út Thương
";;;;;1-4,I104;;
1631;24;28A;105322025202428A;PBL 1: Máy điện;30;30;0;10422;10422;"22-27;31-33;35-41";105;24N28(D2);Võ Quang Sơn;;;;;;3-4,E2.402;
1632;24;28B;105254025202428B;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N28(D2);"Trần Anh Tuấn
";;1-4,I102;;;;;
1633;24;28B;105255025202428B;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";36-38;105;24N28(D2);"Khương Thị Út Thương
";;;;;;7-10,I104;
1634;24;28B;105322025202428B;PBL 1: Máy điện;30;30;0;10422;10422;"22-27;31-33;35-41";105;24N28(D2);Võ Quang Sơn;;;;;;1-2,E2.402;
1635;24;29;105017325202429;Thực tập Nhận thức;55;55;0;"10767
";"10767
";35-35;105;24N29(D3);"Khương Thị Út Thương
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
1636;24;29;105092325202429;Lý thuyết Điều khiển tự động;55;55;0;10671;10671;"22-27;31-34;36-41";105;24N29(D3);Trương Thị Bích Thanh;;;;8-9,F408;;;
1637;24;29;105137325202429;Lý thuyết Mạch điện 2;55;55;0;10357;10357;"22-27;31-34;36-41";105;24N29(D3);Nguyễn Thị Ái Nhi;6-7,F402;;;;;;
1638;24;29;105141325202429;Thiết bị điện;55;55;0;10636;10636;"22-27;31-34;36-41";105;24N29(D3);Nguyễn Hồ Sĩ Hùng;;;6-7,F402;;;;
1639;24;29;105244325202429;Vật liệu điện và an toàn điện;55;55;0;10533;10533;"22-27;31-34;36-41";105;24N29(D3);Đoàn Anh Tuấn;8-9,F402;;;;;;
1640;24;29;105246025202429;Máy điện;55;55;0;10422;10422;"22-27;31-34;36-41";105;24N29(D3);Võ Quang Sơn;;1-4,F402;;;;;
1641;24;29;105247025202429;Mạch điện tử tương tự và số;55;55;0;11545;11545;"22-27;31-34;36-41";105;24N29(D3);Nguyễn Thị Thanh Quỳnh;;;;6-7,F408;;;
1642;24;29;209016025202429;Chủ nghĩa Xã hội khoa học;90;90;0;11183;11183;"22-27;31-34;36-41";209;24N29(D3);Nguyễn Lê Thu Hiền;;;9-10,F110;;;;
1643;24;29A;105254025202429A;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N29(D3);"Trần Anh Tuấn
";;;;;;7-10,I102;
1644;24;29A;105255025202429A;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";39-41;105;24N29(D3);"Khương Thị Út Thương
";;;1-4,I104;;;;
1645;24;29A;105322025202429A;PBL 1: Máy điện;30;30;0;10434;10434;"22-27;31-34;36-41";105;24N29(D3);Nguyễn Văn Tấn;;;;;6-7,F101;;
1646;24;29B;105254025202429B;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N29(D3);"Trần Anh Tuấn
";;;;;;1-4,I102;
1647;24;29B;105255025202429B;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";39-41;105;24N29(D3);"Khương Thị Út Thương
";;;;1-4,I104;;;
1648;24;29B;105322025202429B;PBL 1: Máy điện;30;30;0;10434;10434;"22-27;31-34;36-41";105;24N29(D3);Nguyễn Văn Tấn;;;;;8-9,F101;;
1649;24;29C;105255025202429C;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";39-41;105;24N29(D3);"Khương Thị Út Thương
";;;;;1-4,I104;;
1650;24;30;105017325202430;Thực tập Nhận thức;62;62;0;"10543
";"10543
";35-35;105;24N30(D4);"Trần Anh Tuấn
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
1651;24;30;105092325202430;Lý thuyết Điều khiển tự động;62;62;0;10671;10671;"22-27;31-34;36-41";105;24N30(D4);Trương Thị Bích Thanh;;;;;6-7,F109;;
1652;24;30;105137325202430;Lý thuyết Mạch điện 2;62;62;0;10357;10357;"22-27;31-34;36-41";105;24N30(D4);Nguyễn Thị Ái Nhi;8-9,F303;;;;;;
1653;24;30;105141325202430;Thiết bị điện;62;62;0;10636;10636;"22-27;31-34;36-41";105;24N30(D4);Nguyễn Hồ Sĩ Hùng;;;;6-7,F403;;;
1654;24;30;105244325202430;Vật liệu điện và an toàn điện;62;62;0;10533;10533;"22-27;31-34;36-41";105;24N30(D4);Đoàn Anh Tuấn;6-7,F303;;;;;;
1655;24;30;105246025202430;Máy điện;62;62;0;10636;10636;"22-27;31-34;36-41";105;24N30(D4);Nguyễn Hồ Sĩ Hùng;;1-4,F303;;;;;
1656;24;30;105247025202430;Mạch điện tử tương tự và số;62;62;0;11545;11545;"22-27;31-34;36-41";105;24N30(D4);Nguyễn Thị Thanh Quỳnh;;;;8-9,F403;;;
1657;24;30A;105254025202430A;TN máy điện (1TH);25;25;0;"10543
";"10543
";37-41;105;24N30(D4);"Trần Anh Tuấn
";;;1-4,I102;;;;
1658;24;30A;105322025202430A;PBL 1: Máy điện;31;31;0;10357;10357;"22-27;31-34;36-41";105;24N30(D4);Nguyễn Thị Ái Nhi;;;;;3-4,A142;;
1659;24;30B;105254025202430B;TN máy điện (1TH);25;25;0;"10543
";"10543
";"31-34;36-36";105;24N30(D4);"Trần Anh Tuấn
";;;;;1-4,I102;;
1660;24;30B;105255025202430B;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";39-41;105;24N30(D4);"Khương Thị Út Thương
";;;;;;7-10,I104;
1661;24;30B;105322025202430B;PBL 1: Máy điện;31;31;0;10357;10357;"22-27;31-34;36-41";105;24N30(D4);Nguyễn Thị Ái Nhi;;;;;1-2,A142;;
1662;24;30C;105254025202430C;TN máy điện (1TH);25;25;0;"10543
";"10543
";"31-34;36-36";105;24N30(D4);"Trần Anh Tuấn
";;;;;;7-10,I102;
1663;24;30C;105255025202430C;TN mạch điện tử tương tự và số;25;25;0;"10767
";"10767
";36-38;105;24N30(D4);"Khương Thị Út Thương
";;7-10,I104;;;;;
1664;24;32;102292025202432;Kỹ thuật lập trình;48;48;0;10485;10485;"22-27;31-40";102;24N32(TDH1);Trần Hồ Thủy Tiên;;8-9,F403;;;;;
1665;24;32;105157325202432;Mạch điện tử;48;48;0;10058;10058;"22-27;31-40";105;24N32(TDH1);Trần Thái Anh Âu;;;;;;2-3,F303;
1666;24;32;105241025202432;Cơ sở máy điện;48;48;0;10422;10422;"22-27;31-40";105;24N32(TDH1);Võ Quang Sơn;;;8-10,A141;;;;
1667;24;32;105317025202432;Hệ thống điều khiển tuyến tính;48;48;0;10605;10605;"22-27;31-40";105;24N32(TDH1);Trần Thị Minh Dung;;;6-7,A141;;;;
1668;24;32;105318025202432;Mạch số;48;48;0;11545;11545;"22-27;31-40";105;24N32(TDH1);Nguyễn Thị Thanh Quỳnh;;;;;6-7,F408;;
1669;24;32;118273025202432;Lập kế hoạch và quản lý dự án;48;48;0;10838;10838;"22-27;31-40";118;24N32(TDH1);Hồ Dương Đông;;;;9-10,A141;;;
1670;24;32;319004125202432;Xác suất thống kê;48;48;0;10623;10623;"22-27;31-40";319;24N32(TDH1);Tôn Thất Tú;;;;6-8,A141;;;
1671;24;32A;105314025202432A;TH cơ sở máy điện;25;25;0;"10543
";"10543
";31-33;105;24N32(TDH1);"Trần Anh Tuấn
";1-4,I102;;;;;;
1672;24;32A;105315025202432A;PBL 1: TK hệ thống điều khiển tuyến tính;35;35;0;10058;10058;"22-27;31-40";105;24N32(TDH1);Trần Thái Anh Âu;;;;;;4-5,A146;
1673;24;32B;105314025202432B;TH cơ sở máy điện;25;25;0;"10543
";"10543
";31-33;105;24N32(TDH1);"Trần Anh Tuấn
";7-10,I102;;;;;;
1674;24;32B;105315025202432B;PBL 1: TK hệ thống điều khiển tuyến tính;35;35;0;10311;10311;"22-27;31-40";105;24N32(TDH1);Nguyễn Hoàng Mai;;;;;9-10,A144;;
1675;24;33;102292025202433;Kỹ thuật lập trình;48;48;0;10485;10485;"22-27;31-40";102;24N33(TDH2);Trần Hồ Thủy Tiên;;6-7,A134;;;;;
1676;24;33;105157325202433;Mạch điện tử;48;48;0;10058;10058;"22-27;31-40";105;24N33(TDH2);Trần Thái Anh Âu;;;;8-9,A135;;;
1677;24;33;105241025202433;Cơ sở máy điện;48;48;0;10422;10422;"22-27;31-40";105;24N33(TDH2);Võ Quang Sơn;6-8,A135;;;;;;
1678;24;33;105317025202433;Hệ thống điều khiển tuyến tính;48;48;0;10605;10605;"22-27;31-40";105;24N33(TDH2);Trần Thị Minh Dung;9-10,A135;;;;;;
1679;24;33;105318025202433;Mạch số;48;48;0;11545;11545;"22-27;31-40";105;24N33(TDH2);Nguyễn Thị Thanh Quỳnh;;;;;9-10,F403;;
1680;24;33;118273025202433;Lập kế hoạch và quản lý dự án;48;48;0;10838;10838;"22-27;31-40";118;24N33(TDH2);Hồ Dương Đông;;;6-7,F208;;;;
1681;24;33;319004125202433;Xác suất thống kê;48;48;0;10726;10726;"22-27;31-40";319;24N33(TDH2);Phan Quang Như Anh;;;;;6-8,F403;;
1682;24;33A;105314025202433A;TH cơ sở máy điện;25;25;0;"10543
";"10543
";31-33;105;24N33(TDH2);"Trần Anh Tuấn
";;1-4,I102;;;;;
1683;24;33A;105315025202433A;PBL 1: TK hệ thống điều khiển tuyến tính;35;35;0;10671;10671;"22-27;31-40";105;24N33(TDH2);Trương Thị Bích Thanh;;;;6-7,A135;;;
1684;24;33B;105314025202433B;TH cơ sở máy điện;25;25;0;"10543
";"10543
";31-33;105;24N33(TDH2);"Trần Anh Tuấn
";;;1-4,I102;;;;
1685;24;33B;105315025202433B;PBL 1: TK hệ thống điều khiển tuyến tính;35;35;0;10605;10605;"22-27;31-40";105;24N33(TDH2);Trần Thị Minh Dung;;;9-10,A146;;;;
1686;24;34;102292025202434;Kỹ thuật lập trình;49;49;0;10485;10485;"22-27;31-40";102;24N34(TDH3);Trần Hồ Thủy Tiên;;;;;1-2,P4;;
1687;24;34;105157325202434;Mạch điện tử;49;49;0;10058;10058;"22-27;31-40";105;24N34(TDH3);Trần Thái Anh Âu;8-9,F405;;;;;;
1688;24;34;105241025202434;Cơ sở máy điện;49;49;0;10636;10636;"22-27;31-40";105;24N34(TDH3);Nguyễn Hồ Sĩ Hùng;;6-8,F402;;;;;
1689;24;34;105317025202434;Hệ thống điều khiển tuyến tính;49;49;0;10605;10605;"22-27;31-40";105;24N34(TDH3);Trần Thị Minh Dung;6-7,F405;;;;;;
1690;24;34;105318025202434;Mạch số;49;49;0;11545;11545;"22-27;31-40";105;24N34(TDH3);Nguyễn Thị Thanh Quỳnh;;9-10,F402;;;;;
1691;24;34;118273025202434;Lập kế hoạch và quản lý dự án;49;49;0;10777;10777;"22-27;31-40";118;24N34(TDH3);Huỳnh Nhật Tố;;;;9-10,F402;;;
1692;24;34;319004125202434;Xác suất thống kê;49;49;0;11067;11067;"22-27;31-40";319;24N34(TDH3);Nguyễn Thị Thu Sương;;;;6-8,F402;;;
1693;24;34A;105314025202434A;TH cơ sở máy điện;25;25;0;"10543
";"10543
";31-33;105;24N34(TDH3);"Trần Anh Tuấn
";;;7-10,I102;;;;
1694;24;34B;105314025202434B;TH cơ sở máy điện;25;25;0;"10543
";"10543
";31-33;105;24N34(TDH3);"Trần Anh Tuấn
";;;;1-4,I102;;;
1695;24;38;106190325202438;Trường điện từ;52;52;0;10106;10106;"22-27;31-35;38-41";106;24N38(DT1);Nguyễn Văn Cường;;;;1-3,F303;;;
1696;24;38;106213025202438;Phương pháp tính;52;52;0;10165;10165;"22-27;31-35;38-41";106;24N38(DT1);Trần Thị Minh Hạnh;;;9-10,F405;;;;
1697;24;38;106234325202438;Kỹ thuật mạch điện tử;52;52;0;11026;11026;"22-27;31-35;38-41";106;24N38(DT1);Tăng Anh Tuấn;;;;;7-10,F402;;
1698;24;38;106324325202438;Lý thuyết mạch điện tử 2;52;52;0;10831;10831;"22-27;31-35;38-41";106;24N38(DT1);Võ Tuấn Minh;6-7,F101;;;;;;
1699;24;38;106332025202438;Xác suất thống kê ứng dụng;52;52;0;10106;10106;"22-27;31-35;38-41";106;24N38(DT1);Nguyễn Văn Cường;8-10,F101;;;;;;
1700;24;38;210001025202438;Pháp luật đại cương;70;70;0;11350;11350;"22-27;31-35;38-41";210;24N38(DT1);Lê Hồng Phước;;;;;;3-4,F405;
1701;24;38;217002025202438;Kinh tế chính trị Mác - Lênin;70;70;0;11454;11454;"22-27;31-35;38-41";217;24N38(DT1);Văn Công Vũ;;;;;;1-2,F405;
1702;24;38A;106236025202438A;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N38(DT1);"Vũ Vân Thanh
";1-4,C120;;;;;;
1703;24;38B;106236025202438B;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N38(DT1);"Vũ Vân Thanh
";;;1-4,C120;;;;
1704;24;39;106190325202439;Trường điện từ;53;53;0;10106;10106;"22-27;31-35;38-41";106;24N39(DT2);Nguyễn Văn Cường;;;;6-8,F303;;;
1705;24;39;106213025202439;Phương pháp tính;53;53;0;10165;10165;"22-27;31-35;38-41";106;24N39(DT2);Trần Thị Minh Hạnh;;6-7,F303;;;;;
1706;24;39;106234325202439;Kỹ thuật mạch điện tử;53;53;0;11026;11026;"22-27;31-35;38-41";106;24N39(DT2);Tăng Anh Tuấn;;;7-10,F101;;;;
1707;24;39;106324325202439;Lý thuyết mạch điện tử 2;53;53;0;10831;10831;"22-27;31-35;38-41";106;24N39(DT2);Võ Tuấn Minh;8-9,F308;;;;;;
1708;24;39;106332025202439;Xác suất thống kê ứng dụng;53;53;0;10106;10106;"22-27;31-35;38-41";106;24N39(DT2);Nguyễn Văn Cường;;;;;6-8,F303;;
1709;24;39;210001025202439;Pháp luật đại cương;70;70;0;11350;11350;"22-27;31-35;38-41";210;24N39(DT2);Lê Hồng Phước;;;;9-10,F303;;;
1710;24;39;217002025202439;Kinh tế chính trị Mác - Lênin;70;70;0;10938;10938;"22-27;31-35;38-41";217;24N39(DT2);Nguyễn Thị Thu Huyền;;8-9,F303;;;;;
1711;24;39A;106236025202439A;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N39(DT2);"Vũ Vân Thanh
";;;;1-4,C120;;;
1712;24;39B;106236025202439B;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N39(DT2);"Vũ Vân Thanh
";;;;;;7-10,C120;
1713;24;40;106190325202440;Trường điện từ;52;52;0;11469;11469;"22-27;31-34;37-41";106;24N40(DT3);Võ Duy Phúc;;;8-10,F308;;;;
1714;24;40;106213025202440;Phương pháp tính;52;52;0;10165;10165;"22-27;31-34;37-41";106;24N40(DT3);Trần Thị Minh Hạnh;;;6-7,F308;;;;
1715;24;40;106234325202440;Kỹ thuật mạch điện tử;52;52;0;10538;10538;"22-27;31-34;37-41";106;24N40(DT3);Nguyễn Văn Tuấn;;;;7-10,F405;;;
1716;24;40;106324325202440;Lý thuyết mạch điện tử 2;52;52;0;10698;10698;"22-27;31-34;37-41";106;24N40(DT3);Nguyễn Văn Phòng;6-8,F404;;;;;;
1717;24;40;106332025202440;Xác suất thống kê ứng dụng;52;52;0;10814;10814;"22-27;31-34;37-41";106;24N40(DT3);Lê Phương Mai;;;;;8-10,F109;;
1718;24;40;210001025202440;Pháp luật đại cương;70;70;0;11350;11350;"22-27;31-34;37-41";210;24N40(DT3);Lê Hồng Phước;;;;;;1-2,F101;
1719;24;40;217002025202440;Kinh tế chính trị Mác - Lênin;70;70;0;20662;20662;"22-27;31-34;37-41";217;24N40(DT3);Nguyễn Thị Kiều Trinh;;;;;;3-4,F101;
1720;24;40A;106213025202440A;Phương pháp tính (Giảng dạy tiếng anh);25;25;0;10165;10165;"22-27;31-34;37-41";106;24N40(DT3);Trần Thị Minh Hạnh;;;;;1-2,A145;;
1721;24;40A;106236025202440A;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N40(DT3);"Vũ Vân Thanh
";;1-4,C120;;;;;
1722;24;40B;106236025202440B;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N40(DT3);"Vũ Vân Thanh
";;7-10,C120;;;;;
1723;24;41;106190325202441;Trường điện từ;50;50;0;11469;11469;"22-27;31-34;37-41";106;24N41(DT4);Võ Duy Phúc;;;1-3,F403;;;;
1724;24;41;106213025202441;Phương pháp tính;50;50;0;10165;10165;"22-27;31-34;37-41";106;24N41(DT4);Trần Thị Minh Hạnh;6-7,F406;;;;;;
1725;24;41;106234325202441;Kỹ thuật mạch điện tử;50;50;0;10538;10538;"22-27;31-34;37-41";106;24N41(DT4);Nguyễn Văn Tuấn;;;7-10,F406;;;;
1726;24;41;106324325202441;Lý thuyết mạch điện tử 2;50;50;0;10698;10698;"22-27;31-34;37-41";106;24N41(DT4);Nguyễn Văn Phòng;;;;6-8,F101;;;
1727;24;41;106332025202441;Xác suất thống kê ứng dụng;50;50;0;10814;10814;"22-27;31-34;37-41";106;24N41(DT4);Lê Phương Mai;8-10,F406;;;;;;
1728;24;41A;106236025202441A;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N41(DT4);"Vũ Vân Thanh
";;;;;7-10,C120;;
1729;24;41A;106332025202441A;Xác suất thống kê ứng dụng (Giảng dạy tiếng anh);25;25;0;10814;10814;"22-27;31-34;37-41";106;24N41(DT4);Lê Phương Mai;1-3,A146;;;;;;
1730;24;41B;106236025202441B;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";39-41;106;24N41(DT4);"Vũ Vân Thanh
";;;;;1-4,C120;;
1731;24;42;106234325202442;Kỹ thuật mạch điện tử;65;65;0;11026;11026;"22-27;31-40";106;24N42(VDT);Tăng Anh Tuấn;;;;;1-4,F405;;
1732;24;42;106320325202442;Kỹ năng mềm;65;65;0;11469;11469;"22-27;31-40";106;24N42(VDT);Võ Duy Phúc;;;;6-7,F308;;;
1733;24;42;106324325202442;Lý thuyết mạch điện tử 2;65;65;0;10831;10831;"22-27;31-40";106;24N42(VDT);Võ Tuấn Minh;;;6-7,F407;;;;
1734;24;42;106439025202442;Xử lý số tín hiệu;65;65;0;10861;10861;"22-27;31-40";106;24N42(VDT);Hồ Phước Tiến;8-10,F407;;;;;;
1735;24;42;106442025202442;Ngôn ngữ mô tả phần cứng;65;65;0;10454;10454;"22-27;31-40";106;24N42(VDT);Huỳnh Việt Thắng;;;8-10,F407;;;;
1736;24;42;106444025202442;Trường điện từ ứng dụng;65;65;0;10106;10106;"22-27;31-40";106;24N42(VDT);Nguyễn Văn Cường;;;;9-10,F308;;;
1737;24;42A;106236025202442A;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";36-38;106;24N42(VDT);"Vũ Vân Thanh
";;1-4,C120;;;;;
1738;24;42A;106441025202442A;PBL2: Linux cơ bản;33;33;0;10565;10565;"22-27;31-40";106;24N42(VDT);Nguyễn Duy Nhật Viễn;;;;;;2-3,E2.403;
1739;24;42A;106443025202442A;TH Ngôn ngữ mô tả phần cứng (1TC);22;22;0;"10635
";"10635
";34-38;106;24N42(VDT);"Vũ Vân Thanh
";1-4,C120;;;;;;
1740;24;42B;106236025202442B;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";36-38;106;24N42(VDT);"Vũ Vân Thanh
";;;1-4,C120;;;;
1741;24;42B;106441025202442B;PBL2: Linux cơ bản;33;33;0;10565;10565;"22-27;31-40";106;24N42(VDT);Nguyễn Duy Nhật Viễn;;;;;;4-5,E2.403;
1742;24;42B;106443025202442B;TH Ngôn ngữ mô tả phần cứng (1TC);22;22;0;"10635
";"10635
";34-38;106;24N42(VDT);"Vũ Vân Thanh
";;;;7-10,C120;;;
1743;24;42C;106236025202442C;TN kỹ thuật mạch điện tử;25;25;0;"10635
";"10635
";36-38;106;24N42(VDT);"Vũ Vân Thanh
";;;;;7-10,C120;;
1744;24;42C;106443025202442C;TH Ngôn ngữ mô tả phần cứng (1TC);22;22;0;"10635
";"10635
";34-38;106;24N42(VDT);"Vũ Vân Thanh
";;;;;1-4,C120;;
1745;24;43;106117025202443;Toán chuyên ngành;49;49;0;10514;10514;"22-27;31-33;36-41";106;24N43(KTMT1);Ngô Minh Trí;8-10,F306;;;;;;
1746;24;43;106119025202443;Tín hiệu & Hệ thống;49;49;0;10640;10640;"22-27;31-33;36-41";106;24N43(KTMT1);Bùi Thị Minh Tú;;6-8,E2.105;;;;;
1747;24;43;106234325202443;Kỹ thuật mạch điện tử;49;49;0;10538;10538;"22-27;31-33;36-41";106;24N43(KTMT1);Nguyễn Văn Tuấn;;;1-4,F402;;;;
1748;24;43;106320325202443;Kỹ năng mềm;49;49;0;10830;10830;"22-27;31-33;36-41";106;24N43(KTMT1);Nguyễn Tấn Hưng;6-7,F306;;;;;;
1749;24;43;106361025202443;Toán rời rạc;49;49;0;10165;10165;"22-27;31-33;36-41";106;24N43(KTMT1);Trần Thị Minh Hạnh;;;;6-7,F406;;;
1750;24;43;217002025202443;Kinh tế chính trị Mác - Lênin;49;49;0;20662;20662;"22-27;31-33;36-41";217;24N43(KTMT1);Nguyễn Thị Kiều Trinh;;;;8-9,F406;;;
