as_of_date,fiscal_year,region,borrower_country,borrower_country_code,project_id,project_name,procurement_category,procurement_method,project_global_practice,wb_contract_number,contract_description,contract_signing_date,supplier,supplier_country,supplier_country_code,supplier_contract_amount_usd,borrower_contract_reference_number,review_type
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1639957,"Construction package No. 2: sluice gate, pumping station, electricity and power system of the pumping station",2020-12-19,HAI DUONG PUMP MANUFACTURING JSC,Viet Nam,VN,1856401.630000,DT-CW-02,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Request for Bids,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1640039,"Contract VILG-TTH-TS-01/H&#272;/DVKT: Developing land database in Huong Thuy town, Huong Tra town and Phong Dien district",2020-12-23,HA THANH TECHNOLOGY DEVELOPMENT AND RESOURCE ENVIRONMENT COMPANY LIMITED,Viet Nam,VN,212184.840000,VILG-TTH-TS-01,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Request for Bids,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1640039,"Contract VILG-TTH-TS-01/H&#272;/DVKT: Developing land database in Huong Thuy town, Huong Tra town and Phong Dien district",2020-12-23,"NAVIGIS., JSC",Viet Nam,VN,212184.840000,VILG-TTH-TS-01,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Request for Bids,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1640039,"Contract VILG-TTH-TS-01/H&#272;/DVKT: Developing land database in Huong Thuy town, Huong Tra town and Phong Dien district",2020-12-23,CMC TECHNOLOGY AND SOLUTION LIMITED COMPANY,Viet Nam,VN,212184.840000,VILG-TTH-TS-01,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640064,Thi c&#244;ng n&#226;ng c&#7845;p b&#7901; bao ch&#7889;ng tr&#224;n t&#7915; c&#7847;u N&#259;m C&#259;n &#273;&#7871;n r&#7841;ch &#212;ng G&#7847;y - X&#7867;o &#272;&#244;i,2020-08-10,LIÊN DANH CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CADACO-CÔNG TY CỔ PHẦ,Viet Nam,VN,1352041.360000,CM-CW01,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P163146,Vietnam - Emergency Natural Disaster Reconstruction Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Agriculture, Fishing and Forestry",1640065,Monitoring environmental and social security policy,2020-06-12,CÔNG TY CỔ PHẦN NƯỚC VÀ MÔI TRƯỜNG VIỆT NAM (VIWASE),Viet Nam,VN,36997.330000,C1-PY-CS5,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Goods,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640077,"Suppy and installation of monitoring equipment for water resources stations, hydrological station, rain stations within the scope of the project in Ca and Vu Gia-Thu Bon rive basins",2020-12-25,HYDROMETEOROLOGICAL TECH. MATERIALS CO.(HYMETCO),Viet Nam,VN,2804026.530000,C2-MONRE- GO1,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P095129,Northern Delta Transport Development Project,Consultant Services,Least Cost Selection,Transportation;Public Administration,1640140,Financial Audit (additional Financing Agreement) for Day - Ninh co connecting canal,2020-12-21,AASC LIMITED,Viet Nam,VN,198967.950000,CS-C3III-NDTDP(REV),Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640141,Thi c&#244;ng n&#226;ng c&#7845;p tuy&#7871;n b&#7901; bao ch&#7889;ng tr&#224;n t&#7915; C&#7847;u Tr&#7841;i L&#432;&#7899;i - V&#224;m Ch&#7911;ng - C&#7847;u &#212;ng G&#7847;y,2020-08-05,CÔNG TY TNHH ĐỨC TÂM HIỆP,Viet Nam,VN,764791.300000,CM-CW02,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Force Account,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1640163,Force Account Agreement: Coordinating to develop land database in Quang Ngai city (work by LRO),2020-11-04,LAND REGISTRATION OFFICE OF QUANG NGAI PROVINCE,Viet Nam,VN,131879.480000,VILG-QNG-TS-004,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Force Account,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1640164,"Force Account Agreement: Developing land database in Huong Thuy town, Huong Tra town and Phong Dien district (work by LRO)",2020-12-23,LAND REGISTRATION OFFICE OF THUA THIEN HUE PROVINCE,Viet Nam,VN,170715.450000,VILG-TTH-FA-01,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640171,Thi c&#244;ng n&#226;ng c&#7845;p b&#7901; bao ch&#7889;ng tr&#224;n tuy&#7871;n V&#224;m &#212;ng Nh&#432; - &#7910;y ban nh&#226;n d&#226;n x&#227; T&#226;n &#194;n T&#226;y  (K&#234;nh C&#225;i Ch&#7891;n Nh&#7887;-&#212;ng &#272;&#7883;nh-&#212;ng Nh&#432;- U&#7927; ban nh&#226;n d&#226;n x&#227; T&#226;n &#194;n T&#226;y),2020-08-10,CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI THỚI BÌNH,Viet Nam,VN,1750079.890000,CM-CW04,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640172,Thi c&#244;ng n&#226;ng c&#7845;p b&#7901; bao ch&#7889;ng tr&#224;n tuy&#7871;n t&#7915; V&#224;m &#212;ng &#272;&#7883;nh &#273;&#7871;n &#7910;y ban nh&#226;n d&#226;n x&#227; Tam Giang T&#226;y (&#273;o&#7841;n &#7910;y ban nh&#226;n d&#226;n x&#227; Tam Giang T&#226;y- C&#225;i Ch&#7891;n Nh&#7887;),2020-08-10,CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI THỚI BÌNH,Viet Nam,VN,2100063.180000,CM-CW03,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P150058,Renovation of General Education Project,Goods,Request for Quotations,Education,1640317,"Supplying equipment, furniture for the Center for Research, Development and Assessment of Education Quality at Pedagogical University - Da Nang University",2020-12-18,HA NOI URBAN CONSTRUCTION AND CONSULTANT JOINT STOCK COMPANY,Viet Nam,VN,37989.880000,151/2020/HĐKT-RGEP/ĐT-C3-1/GO-S,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640321,Thi c&#244;ng x&#226;y d&#7921;ng k&#232; ch&#7889;ng s&#7841;t l&#7903; b&#7901; bi&#7875;n T&#226;y &#273;o&#7841;n t&#7915; S&#224;o L&#432;&#7899;i &#273;&#7871;n Ba T&#297;nh,2019-12-24,LIÊN DANH CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ KIM SƠN- C,Viet Nam,VN,3288769.000000,CM-CW07,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640326,Thi c&#244;ng x&#226;y d&#7921;ng k&#232; ch&#7889;ng s&#7841;t l&#7903; b&#7901; bi&#7875;n T&#226;y &#273;o&#7841;n t&#7915; K&#234;nh T&#432; &#273;&#7871;n K&#234;nh M&#7899;i,2020-01-10,LIÊN DANH CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI THỚI BÌNH – CÔNG,Viet Nam,VN,2968491.610000,CM-CW05,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640339,Thi c&#244;ng x&#226;y d&#7921;ng k&#232; ch&#7889;ng s&#7841;t l&#7903; b&#7901; bi&#7875;n T&#226;y &#273;o&#7841;n K&#234;nh M&#7899;i &#273;&#7871;n S&#224;o L&#432;&#7899;i,2019-12-24,CÔNG TY TNHH PHẠM TRẠNG-CÔNG TY TNHH MTV XÂY DỰNG ĐẠI NGÃI,Viet Nam,VN,2687232.580000,CM-CW06,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Consultant Services,Consultant Qualification  Selection,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1640358,Environmental management for the construction and non-construction bidding packages of subproject 8 with the aim of environmental management of the ESIA implementation phase of the contractors in the,2020-01-15,LIÊN DANH TRUNG TÂM HỖ TRỢ CỘNG ĐỒNG PHÁT TRIỂN BỀN VỮNG (CSD) ,Viet Nam,VN,83957.570000,CM-CS01,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P131825,Health Professionals Education and Training for Health System Reforms,Goods,Request for Quotations,Education;Health,1640363,Manage data software,2019-12-04,CÔNG TY TNHH TM&DV CHÍP CHÍP,Viet Nam,VN,15784.790000,171/CCS-HD/2019,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P131825,Health Professionals Education and Training for Health System Reforms,Goods,Request for Quotations,Education;Health,1640365,"Purchasing training documents, reference books",2019-12-04,CÔNG TY TNHH PHÁT HÀNH SÁCH VIỆT TIẾN,Viet Nam,VN,9883.440000,100/HPET/HDMB/4.5.1/YLD-YT,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159760,MARD M&E Capacity Building for Agricultural Restructuring Plan Implementation  (MECARP),Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry",1640531,Chuy&#234;n gia trong n&#432;&#7899;c &#273;&#225;nh gi&#225; k&#7871;t th&#250;c d&#7921; &#225;n (th&#224;nh vi&#234;n nh&#243;m b&#7893; sung),2020-11-17,LÊ THỊ PHI VÂN,Viet Nam,VN,4405.210000,VN-DOP-MARD-186909-CS-INDV,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159760,MARD M&E Capacity Building for Agricultural Restructuring Plan Implementation  (MECARP),Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry",1640542,Chuy&#234;n gia trong n&#432;&#7899;c &#273;&#225;nh gi&#225; k&#7871;t th&#250;c d&#7921; &#225;n,2020-11-17,PHẠM THÙY DUNG,Viet Nam,VN,4778.070000,IC7,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159760,MARD M&E Capacity Building for Agricultural Restructuring Plan Implementation  (MECARP),Consultant Services,Direct Selection,"Agriculture, Fishing and Forestry",1640546,X&#226;y d&#7921;ng h&#7879; th&#7889;ng CSDL ng&#224;nh N&#244;ng nghi&#7879;p (t&#237;ch h&#7907;p t&#7915; h&#7879; th&#7889;ng CSDL TCC),2020-09-17,CÔNG TY CỔ PHẦN CÔNG NGHỆ VIKING,Viet Nam,VN,17474.910000,VN-DOP-MARD-188063-CS-CDS,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159760,MARD M&E Capacity Building for Agricultural Restructuring Plan Implementation  (MECARP),Consultant Services,Direct Selection,"Agriculture, Fishing and Forestry",1640546,X&#226;y d&#7921;ng h&#7879; th&#7889;ng CSDL ng&#224;nh N&#244;ng nghi&#7879;p (t&#237;ch h&#7907;p t&#7915; h&#7879; th&#7889;ng CSDL TCC),2020-09-17,CÔNG TY CỔ PHẦN CÔNG NGHỆ VSD VIỆT NAM,Viet Nam,VN,17474.910000,VN-DOP-MARD-188063-CS-CDS,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159760,MARD M&E Capacity Building for Agricultural Restructuring Plan Implementation  (MECARP),Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry",1640553,"Chuy&#234;n gia trong n&#432;&#7899;c &#273;&#225;nh gi&#225; k&#7871;t th&#250;c d&#7921; &#225;n 
(tr&#432;&#7903;ng nh&#243;m)",2020-11-17,PHÙNG THỊ NGÂN HÀ,Viet Nam,VN,9296.920000,VN-DOP-MARD-186911-CS-INDV,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P159760,MARD M&E Capacity Building for Agricultural Restructuring Plan Implementation  (MECARP),Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry",1640681,T&#432; v&#7845;n c&#225; nh&#226;n chu&#7849;n b&#7883; &#273;&#7873; xu&#7845;t cho giai &#273;o&#7841;n ti&#7871;p theo c&#7911;a d&#7921; &#225;n MECARP (th&#224;nh vi&#234;n nh&#243;m),2020-12-02,PHẠM THỊ TƯỚC,Viet Nam,VN,2142.400000,VN-DOP-MARD-188057-CS-INDV,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P156849,Support for Autonomous Higher Education Project (SAHEP),Goods,Request for Bids,Education,1640816,"Equipment for labs in the area of Electrical - Electronics - Mechatronics (Improved teaching 02) 
ID reference HUST-G02",2020-12-23,"OGAWA SEIKI CO., LTD",Japan,JP,4400213.880000,HUST-G02,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P156849,Support for Autonomous Higher Education Project (SAHEP),Goods,Request for Bids,Education,1640816,"Equipment for labs in the area of Electrical - Electronics - Mechatronics (Improved teaching 02) 
ID reference HUST-G02",2020-12-23,"ASEAN VIETNAM INTERNATIONAL JSC.,",Viet Nam,VN,4400213.880000,HUST-G02,Prior
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Civil Works,Request for Quotations,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1641035,The subproject of investing in infrastructure for Tan Binh FO&#8217;s sustainable coffee production,2019-11-29,CONG TY CO PHAN CAT MINH,Viet Nam,VN,156279.760000,10/2019/HD-XLGL10,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Civil Works,Request for Quotations,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1641053,The subproject of investing in infrastructure for Ia Kly FO&#8217;s sustainable coffee production,2019-12-24,CONG TY TNHH MOT THANH VIEN DONG SON,Viet Nam,VN,176542.270000,08/2019/HD-XLGL08,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1641056,Consultant to prepare Emergency Preparedness Plan (EPP),2020-11-12,CÔNG TY TNHH TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ TÂY HÀ,Viet Nam,VN,101217.780000,C1-NT-CS06,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P162792,Strengthening Partnerships to Protect Endangered Wildlife in Vietnam,Consultant Services,Consultant Qualification  Selection,"Information and Communications Technologies;Agriculture, Fishing and Forestry;Industry, Trade and Services",1641074,CS15- Develop and support the implementation of the communication strategy for endangered wildlife protection,2020-11-06,CENTER FOR ECO-COMMUNITY DEVELOPMENT,Viet Nam,VN,199192.840000,CS15,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1641077,YB-XL03 Nam Cuong lake embankment,2020-12-16,YEN BAI TRANSPORT CONSTRUCTION SJC,Viet Nam,VN,1998294.630000,YB-XL03,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P168290,Vietnam - Dynamic Cities Integrated Development Project,Civil Works,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Public Administration",1641077,YB-XL03 Nam Cuong lake embankment,2020-12-16,"DONG TIEN CO., LTD",Viet Nam,VN,1998294.630000,YB-XL03,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Goods,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1641146,"Supply, Installation of Surface Water Monitoring and Transmission Equipment and Surveying, Building and Correcting Relationship Graph H, V, Q",2020-12-30,CÔNG TY CỔ PHẦN THIẾT BỊ KHÍ TƯỢNG THỦY VĂN VÀ MÔI TRƯƠ,Viet Nam,VN,1684050.770000,SP1 - G01,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Goods,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1641146,"Supply, Installation of Surface Water Monitoring and Transmission Equipment and Surveying, Building and Correcting Relationship Graph H, V, Q",2020-12-30,CÔNG TY TNHH SWING WATER VIỆT NAM,Viet Nam,VN,1684050.770000,SP1 - G01,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project,Goods,Request for Bids,"Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1641146,"Supply, Installation of Surface Water Monitoring and Transmission Equipment and Surveying, Building and Correcting Relationship Graph H, V, Q",2020-12-30,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ VÀ THIẾT BỊ PHAN LÊ,Viet Nam,VN,1684050.770000,SP1 - G01,Prior
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Request for Bids,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1641158,"Contract 10/H&#272;DVKT-VILG: Package VILG-TV-TS-02: Developing land database in 4 districts: Cau Ngang, Cau Ke, Chau Thanh and Cang Long, Tra Vinh province",2020-12-28,FSI TECHNOLOGY DEVELOPMENT AND TRADING INVESTMENT JOINT STOCK COMPANY,Viet Nam,VN,151651.500000,VILG-TV-TS-02,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Request for Bids,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1641158,"Contract 10/H&#272;DVKT-VILG: Package VILG-TV-TS-02: Developing land database in 4 districts: Cau Ngang, Cau Ke, Chau Thanh and Cang Long, Tra Vinh province",2020-12-28,SOUTHERN NATURAL RESOURCES AND ENVIRONMENT COMPANY,Viet Nam,VN,151651.500000,VILG-TV-TS-02,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P154387,Vietnam: Project for Improved Land Governance and Databases (VILG),Non-consulting Services,Force Account,"Information and Communications Technologies;Agriculture, Fishing and Forestry",1641167,"Contract 68/TTGV: Force Account Agreement - Coordinate to develop land database in Cau Ngang, Cau Ke, Chau Thanh and Cang Long districts, Tra Vinh province",2020-12-28,LAND REGISTRATION OFFICE OF TRA VINH PROVINCE,Viet Nam,VN,46744.150000,VILG-TV-FA-02,Post
2024-10-05,2021,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1641296,Preparation of Emergency Preparedness Plan (EPP),2020-12-04,CÔNG TY TNHH TƯ VẤN TRƯỜNG ĐẠI HỌC THỦY LỢI,Viet Nam,VN,57540.870000,C1-PHUYEN-CS4,Post
