DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2018-0201-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Ewiniar',VNM,Viet Nam,South-eastern Asia,Asia,,,Flood,No,No,No,,,Kph,,,,2018,6,6,2018,6,19,1,,,,,,,,,,,85.80302606,,2018-07-19,2023-09-25
2018-0204-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,Lai Chau,,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2018,6,23,2018,6,27,33,18,16710,,16728,,,,,23000,26806,85.80302606,"[{""adm1_code"":73938,""adm1_name"":""Lai Chau""}]",2018-07-19,2023-09-25
2018-0227-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2018-000113,Tyhoon 'Son Tinh',VNM,Viet Nam,South-eastern Asia,Asia,Chuong My,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2018,7,18,2018,7,22,34,,96000,,96000,,,,,220000,256401,85.80302606,"[{""adm2_code"":32336,""adm2_name"":""Chuong My""}]",2018-07-24,2023-09-25
2018-0305-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Bebinca',VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An,Son La, Thanh Hóa, Yên Bái,Bac Giang provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2018,8,17,2018,8,19,13,,50000,,50000,,,,,2000,2331,85.80302606,"[{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""}]",2018-08-23,2023-09-25
2018-0369-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Northern provinces,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2018,8,29,2018,9,5,20,,6000,,6000,,,,,,,85.80302606,,2018-10-11,2023-09-25
2018-0448-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hoa, Binh Dinh, Nghe An, Quang Tri, Quang Ngai, Quang Nam, Da Nang",Heavy rains,,No,No,No,,,Km2,,,,2018,12,8,2018,12,10,14,,105000,,105000,,,,,25000,29137,85.80302606,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2018-12-11,2023-09-25
2018-0484-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Toraji',VNM,Viet Nam,South-eastern Asia,Asia,Khanh Hoa province,,,No,No,No,,,Kph,,,,2018,11,17,2018,11,18,19,28,10000,,10028,,,,,17200,20046,85.80302606,"[{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""}]",2019-03-22,2023-09-25
2019-0265-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,5,27,2019,5,30,3,,,265,265,,,,,,,87.35800677,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""}]",2019-06-20,2023-09-25
2019-0380-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Qu?ng Ninh, L?ng S?n, Thanh Hóa",Tropical Cyclone Wipha,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,8,5,2019,8,5,27,,,500,500,,,,,45000,51512,87.35800677,"[{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2019-08-05,2023-09-25
2019-0393-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Kien Giang, Lam Dong, Dak Lak, Dac Nong, Gia Lai, Kon Tum, Dong Nai, Binh Thuan, Binh Phuoc",Torrential rains,,No,No,No,,,Km2,,,,2019,8,8,2019,8,10,12,5,61535,,61540,,,,,,,87.35800677,"[{""adm1_code"":3335,""adm1_name"":""Binh Phuoc""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3342,""adm1_name"":""Dong Nai""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""}]",2019-08-27,2023-09-25
2019-0419-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Ha Tinh and Lao Cai provinces.",Tropical Storm PODUL and Tropical Depression KAJIKI's,,No,No,No,,,Km2,,,,2019,9,11,2019,9,11,10,,36450,,36450,,,,,13000,14881,87.35800677,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2019-09-20,2023-09-25
2019-0482-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Bình Dinh, Hà Tinh Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,10,15,2019,10,22,3,5,26250,,26255,,,,,,,87.35800677,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""}]",2019-10-22,2023-09-25
2019-0534-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Matmo',VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Binh Dinh, Phu Yen, Gia Lai, Thua Thien Hue province ",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2019,11,3,2019,11,3,1,14,20000,,20014,,,,,,,87.35800677,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2019-11-05,2023-09-25
2019-0549-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Nakri',VNM,Viet Nam,South-eastern Asia,Asia,"Phu Yen, Binh Dinh Provinces",,Flood,No,No,No,,,Kph,,,,2019,11,12,2019,11,13,3,,2150,,2150,,,,,4000,4579,87.35800677,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""}]",2019-11-19,2023-09-25
2019-9359-VNM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2020-000017,,VNM,Viet Nam,South-eastern Asia,Asia,"Long An, Tien Giang, Ben Tre, Dong Thap, Vinh Long, Tra Vinh, Soc Trang, An Giang, Kien Giang, Hau Giang, Bac Lieu, Ca Mau, Can Tho city",,,No,No,No,,,Km2,,,,2019,7,,2020,2,,,,685558,,685558,,,,,,,87.35800677,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3330,""adm1_name"":""Bac Lieu""},{""adm1_code"":3332,""adm1_name"":""Ben Tre""},{""adm1_code"":3339,""adm1_name"":""Ca Mau""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3377,""adm1_name"":""Soc Trang""},{""adm1_code"":3384,""adm1_name"":""Tien Giang""},{""adm1_code"":3386,""adm1_name"":""Tra Vinh""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""},{""adm1_code"":73937,""adm1_name"":""Hau Giang""}]",2019-07-23,2023-09-25
2020-0088-VNM,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,DFO:4888,,VNM,Viet Nam,South-eastern Asia,Asia,"Yen Bai, Ha Giang, Tuyen Quang, Lai Chau, Lao Cai, Cao Bang, Son La. provinces",,Flood|Lightening,No,No,No,,,Kph,20.691,105.183,,2020,3,2,2020,3,10,5,17,4635,,4652,,,,,1500,1696,88.43564081,,2020-03-09,2023-09-25
2020-0165-VNM,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Giang, Son La, Yen Bai, Lao Cai, and Quang Binh Provinces ",,Flood,No,No,No,,,Kph,,,,2020,4,22,2020,4,27,3,13,30000,,30013,,,,,,,88.43564081,"[{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2020-05-06,2023-09-25
2020-0307-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Sinlaku',VNM,Viet Nam,South-eastern Asia,Asia,"Hoa Binh, Quang Ninh Provinces",,,No,No,No,,75,Kph,,,,2020,7,29,2020,7,30,2,,10000,,10000,,,,,232,262,88.43564081,"[{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""}]",2020-12-14,2023-09-25
2020-0328-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Giang, Bac Giang provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2020,7,18,2020,7,21,5,1,2620,,2621,,,,,22000,24877,88.43564081,"[{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""}]",2020-08-10,2023-09-25
2020-0343-VNM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,,,,,2020,7,26,2020,7,26,13,,,,,,,,,,,88.43564081,,2020-08-12,2023-09-25
2020-0411-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2020-000211,Tropical storm Linfa,VNM,Viet Nam,South-eastern Asia,Asia,"Da Nang, Ha Tinh, Quang Bình, Quang Nam, Quang Tri, Thua Thien-Hue, Nghe An, Da Nang, Quang Nam, Quang Ngai, Binh Dinh, Kon Tum, Gia Lai, Dak Lak, Lam Dong, Phu Yen provinces",,Flood,No,Yes,No,,,Kph,,,,2020,10,6,2020,11,3,243,,1500000,,1500000,,,,,850000,961151,88.43564081,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2020-10-13,2023-09-25
2020-0425-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Nangka' (Nika),VNM,Viet Nam,South-eastern Asia,Asia,"Nam Dinh, Ninh Bình, Thanh Hóa provinces",,,No,No,No,,85,Kph,,,,2020,10,13,2020,10,14,2,,67855,2925,70780,,,,,,,88.43564081,"[{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2020-12-14,2023-09-25
2020-0462-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Noul' (Leon),VNM,Viet Nam,South-eastern Asia,Asia,Da Nang,,,No,No,No,,85,Kph,,,,2020,9,18,2020,9,21,6,,125000,,125000,,,,,33000,37315,88.43564081,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""}]",2020-10-21,2023-09-25
2020-0470-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Molave' (Quinta),VNM,Viet Nam,South-eastern Asia,Asia,Quang Nam,,"Slide (land, mud, snow, rock)",No,No,No,,145,Kph,,,,2020,10,29,2020,10,29,41,,450000,,450000,,,,,540000,610614,88.43564081,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2020-11-04,2023-09-25
2020-0501-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000225,Tyhoon 'Ulysses' (Vamco),VNM,Viet Nam,South-eastern Asia,Asia,"Ha Thinh, Quang Binh, Quang Tri, Thua Thien Hue Province",,Flood,No,No,No,,130,Kph,,,,2020,11,15,2020,11,15,,,,,,,,,,,,88.43564081,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2020-11-24,2023-09-25
2020-0542-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Etau' (Tonyo),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Bình Dinh, Khánh Hòa, Phú Yên",,Flood,No,No,No,,85,Kph,,,,2020,11,10,2020,11,10,2,,5000,,5000,,,,,5260,5948,88.43564081,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2020-12-10,2023-09-25
2020-0558-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Vicky' (Krovanh),VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2020,12,21,2020,12,21,1,4,,,4,,,,,,,88.43564081,,2020-12-23,2023-09-25
2021-0171-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2021,3,22,2021,3,23,,,,1000,1000,,,,,,,92.59019293,,2021-04-12,2023-09-25
2021-0217-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Minh Luong Commune, Viet Tien (Van Ban District, Lao Cai province); Bac Quang (Ha Giang province); Tan Dong (Yen Bai Province), Ha Giang Province",Heay rains,,No,No,No,,,Km2,,,,2021,4,16,2021,4,19,3,,180,,180,,,,,,,92.59019293,"[{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm2_code"":32671,""adm2_name"":""Tran Yen""},{""adm2_code"":32447,""adm2_name"":""Van Ban""}]",2021-04-19,2023-09-25
2021-0327-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Koguma',VNM,Viet Nam,South-eastern Asia,Asia,"Thai Binh, Ha Nam, Nam Dinh provinces",,Flood,No,No,No,,90,Kph,,,,2021,6,12,2021,6,13,1,,750,,750,,,,,10000,10800,92.59019293,"[{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""}]",2021-06-22,2023-09-25
2021-0595-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Conson' (Jolina),VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2021,9,12,2021,9,12,2,,310,,310,,,,,,,92.59019293,,2021-09-17,2023-09-25
2021-0632-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Northern and central regions,"Heavy rains, tropical cyclone DIANMU","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,9,23,2021,9,27,3,3,13600,,13603,,,,,,,92.59019293,,2021-09-29,2023-09-25
2021-0698-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Twe',VNM,Viet Nam,South-eastern Asia,Asia,"Binh Son district (Quang Ngai); Nui Thanh, Thang Binh and Phu Ninh districts (Quang Nam)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,10,22,2021,10,27,5,,82500,,82500,,,,,7500,8100,92.59019293,"[{""adm2_code"":32518,""adm2_name"":""Thang Binh""},{""adm2_code"":32524,""adm2_name"":""Nui Thanh""},{""adm2_code"":32527,""adm2_name"":""Tam Ky Township""},{""adm2_code"":32532,""adm2_name"":""Binh Son""}]",2021-10-29,2023-09-25
2021-0763-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Quang Ngai, Binh Dinh, Dak Lak, Kon Tum, Phu Yen Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,11,27,2021,11,30,18,,300000,,300000,,,,,,,92.59019293,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2021-11-30,2023-09-25
2021-0813-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2021-000202,Typhoon 'Rai' (Odette),VNM,Viet Nam,South-eastern Asia,Asia,Quang Ngai city; Binh Duong province; Nghe An province,,,No,No,No,,,Kph,,,,2021,12,19,2021,12,19,3,,,,,,,,,9000,9720,92.59019293,"[{""adm1_code"":3334,""adm1_name"":""Binh Duong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""}]",2022-01-03,2023-09-25
2022-0116-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,VNM,Viet Nam,South-eastern Asia,Asia,Near Hoi An,,,No,No,No,,,,,,,2022,2,26,2022,2,26,17,,,,,,,,,,,100,,2022-02-28,2023-09-25
2022-0172-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Tuyen Quang,Bac Kan and Cao Bang provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,22,2022,3,23,,1,225,,226,,,,,,,100,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""}]",2022-03-25,2023-09-25
2022-0292-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Cao Bang, Yen Bai, Lang Son, Quang Ninh, Ha Giang, Bac Kan, Dien Bien",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2022,5,9,2022,5,13,9,,500,,500,,,,,,,100,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""}]",2022-05-16,2023-09-25
2022-0320-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Tuyen Quang, Hoa Binh, Dien Bien, Cao Bang, Vinh Phuc, Ha Giang, Yen Bai, Lao Cai, Thai Nguyen, Phu Tho, and Hanoi",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,5,21,2022,5,30,13,4,2550,,2554,,,,,,,100,"[{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""}]",2022-05-30,2023-09-26
2022-0515-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,VNM,Viet Nam,South-eastern Asia,Asia,Dak Lak,"Heavy rains, Tropical Depression Mulan",,No,No,No,,,Km2,,,,2022,8,14,2022,8,16,10,,,,,,,,,,,100,"[{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2022-08-16,2023-09-26
2022-0581-VNM,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,"Karaoké bar ""An Phu""",VNM,Viet Nam,South-eastern Asia,Asia,Thuan An,,,No,No,No,,,,,,,2022,9,6,2022,9,7,32,17,,,17,,,,,,,100,,2022-09-07,2023-09-26
2022-0613-VNM,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Tri, Thua Thien, Hue, Da Nang, Quang Nam, Kon Tum provinces",,Flood,No,No,No,,,Kph,,,,2022,9,28,2022,9,29,2,62,53550,800,54412,,,,,,,100,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2022-09-30,2023-09-26
2022-0617-VNM,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Intoxication,VNM,Viet Nam,South-eastern Asia,Asia,Near Con Dao Island,,,No,No,No,,,,,,,2022,9,30,2022,9,30,12,9,,,9,,,,,,,100,,2022-10-04,2023-09-26
2022-0667-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Nghia Hanh and Duc Pho Districts (Quang Ngai province); Quang Nam,Thua Thien Hue",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,10,10,2022,10,11,2,,10000,,10000,,,,,,,100,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm2_code"":32533,""adm2_name"":""Duc Pho""},{""adm2_code"":32536,""adm2_name"":""Nghia Hanh""}]",2022-10-13,2023-09-26
2022-0676-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000339,Tropical storm 'Sonca',VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien Hue, Quang Tri, Quang Binh and Da Nang Provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2022,10,13,2022,10,15,19,110,436868,,436978,,,,,65000,65000,100,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2022-10-17,2023-09-26
2022-0795-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Quang Tri, Phu Yen, Phu Loc district (Thua Thien Hue) provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,12,1,2022,12,4,5,,10495,,10495,,,,,1500,1500,100,"[{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm2_code"":32626,""adm2_name"":""Phu Loc""}]",2022-12-08,2023-09-26
2023-0450-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Talim',VNM,Viet Nam,South-eastern Asia,Asia,Kien Giang Province,,,No,No,No,,,Kph,,,,2023,7,14,2023,7,17,1,3,,,3,,,,,,,,,2023-07-24,2023-09-26
2023-0518-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Lai Chau and Dien Bien Provinces,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,4,2023,8,7,4,3,460,,463,,,,,,,,,2023-08-09,2023-09-26
