STT;Tên trang thiết bị;Chủng loại  (model) / Mã sản phẩm;Số lưu hành hoặc số giấy phép nhập khẩu;Năm sản xuất;Nước sản xuất;Hãng sản xuất;Hãng/ nước chủ sở hữu;Đơn vị tính; Số lượng ; Đơn giá trúng thầu (VNĐ) ;Tính năng kỹ thuật cơ bản;Đơn vị trúng thầu;Mã số thuế của đơn vị trúng thầu;Tên cơ sở y tế tổ chức đấu thầu;Số/ngày ban hành Quyết định trúng thầu;;;;;;;;;
595;Chỉ tan chậm tự nhiên Catgut chromic (chỉ làm từ collagen cừu, phủ muối chromic) số 3/0;4F75DZ26;7636NK/BYT-TB-CT;2024;Unisur Lifecare;Ấn Độ;Unisur Lifecare, Ấn Độ;Sợi; 120 ; 37.800 ;Chỉ phẫu thuật tự tiêu Catgut chromic-Unigut, đa sợi, tổng hợp, tiệt trùng bằng EO, dài ≥75cm, kim tròn 1/2 dài 26mm;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
596;Chỉ không tiêu tổng hợp Polyamide (Tổng hợp từ Nylon 6 và Nylon 6.6) số 3/0, chỉ dài 75cm, kim tam giác, cong 3/8C, dài 24mm;3F75CY24;12096NK/BYT-TB-CT;2024;Unisur Lifecare;Ấn Độ;Unisur Lifecare, Ấn Độ;Sợi; 120 ; 28.000 ;Monofilament Nylon số 3/0 kim tam giác 3/8 đường tròn, độ dài kim 24 mm, độ dài chỉ ≥75cm;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
597;Chỉ tự tiêu tổng hợp Polyglactin 910 số 3/0;10F75DZ26;12092NK/BYT-TB-CT;2024;Unisur Lifecare;Ấn Độ;Unisur Lifecare, Ấn Độ;Sợi; 120 ; 48.500 ;Chỉ tự tiêu Polyglactin 910, số 3/0, dài ≥75cm, kim tròn 1/2 dài 26mm;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
598;Dây oxy 2 nhánh (các cỡ);GM-001-003;220001244/PCBB-HN;2024;Ningbo Great Mountain Medical Instruments Co.,Ltd;Trung Quốc;Ningbo Great Mountain Medical Instruments Co.,Ltd, Trung Quốc;Cái; 300 ; 5.400 ;Được sản xuất từ chất liệu nhựa PVC y tế, dây mềm, thành trong lòng ống dây có hình sao có tác dụng trống không bị tắc nghẽn khí oxy khi ống dây bị đè bẹp hay bị gẫy gập, một đầu gắn phễu, một đầu gắn co 2 nhánh.;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
599;TERUFUSION Blood Administration Set;TB*U800L;2100240ĐKLH/BYT-TB-CT;2024;Kofu Factory of Terumo Corporation;Nhật Bản;Kofu Factory of Terumo Corporation, Nhật Bản;Bộ; 20 ; 32.000 ;Dây truyền máu (Terufusion Blood Administration Set) được sản xuất theo công nghệ Teruflex (Công nghệ chuyên dụng cho sản xuất túi máu). Dây dài ≥180cm, màng lọc siêu nhỏ với kích thước lỗ lọc từ 175- 210µm. Tốc độ dòng chảy: 20 giọt/mL. Không chứa chất độc hại (nontoxic), không chứa chất gây sốt (non pyrogenic), khóa hãm bằng nhựa trong dễ quan sát. Chất liệu dây: Vinyl Chloride, có kim truyền không cánh cỡ 18G, thành mỏng, phủ silicon, đốc kim trong suốt tiệt trùng bằng khí EO.;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
600;MEGASEPT D+P;MF235010;2100695ĐKLH/BYT-TB-CT;2024;Công ty CPCN Lavitec;Việt Nam;Công ty CPCN Lavitec, Việt Nam;Chai; 20 ; 350.000 ;"Hoạt chất: Didecyl dimethyl ammonium chloride (DDAC) 10% (w/w) , Poly(hexamethylenebiguanide) hydrochloride (PHMB) 1,5% (w/w).
 Chất hoạt động bề mặt: Fatty Alcohol Ethoxylate.
 Chất khóa ion Mg2+, Ca2+: EDTA Tetrasodium.
 Chất chỉnh pH : Phosphoric acid, Citric Acid.
 Chất chống ăn mòn, chất tạo màu và hương liệu.";Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
601;ALFASEPT CLEANSER 4;AF203010;VNDP-HC-101-05-17;2024;Công ty CPCN Lavitec;Việt Nam;Công ty CPCN Lavitec, Việt Nam;Chai; 20 ; 210.000 ;"Hoạt chất: Chlorhexidine digluconate 4,0 % (w/w).
 Hệ dưỡng ẩm: Glycerine, PEG-7 Glyceryl Cocoate.
 Chất hoạt động bề mặt: Lauryl amine oxide, Cocamidopropylbetaine (CAB), Decyl glucoside...
 Chất khóa ion nước cứng: EDTA Disodium.
 Chất làm đặc, hương liệu .
 Đạt tiêu chuẩn EN 12791";Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
602;Gạc phẫu thuật không dệt 7,5cm x 7,5cm x 6 lớp vô trùng;GPTKDVT7;220000004/PCBB-NĐ;2024;An Lành;Việt Nam;An Lành, Việt Nam;Cái; 3 ; 399 ;"Kích thước 7,5 x7,5cm x 6 lớp,VT
 Gạc được sản xuất từ vải không dệt thấm hút nhanh. Vải dạng lưới có lỗ, mềm, mịn, có màu trắng đồng nhất. Không có hóa chất tẩy trắng, không có độc tố. Không chứa chất gây dị ứng, không có tinh bột, không có xơ mùn hòa tan trong nước và dịch phủ tạng. Tốc độ hút nước < 5 giây. Độ ngậm nước ≥ 5gr nước/1gr gạc. Độ ẩm: 5-6.5%. Hàm lượng chất béo: không vượt quá 0,5%. Độ pH: trung tính. Tiệt trùng. Được đóng gói bằng 2 lớp, một lớp bằng PE, một lớp bằng bao bì giấy có màu chỉ thị tiệt trùng dùng trong y tế";Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
603;Gel điện tim;STARSONOG;170002747/PCBA-HN;2024;TBYT An Phú;Việt Nam;TBYT An Phú, Việt Nam;Tuýp; 60 ; 23.000 ;Thành phần: Carbomer, glycerin, EC, nước. Dẫn tốt với mọi tần số áp dụng trong điện tim y tế. Độ đậm đặc cao thích hợp trên da đảm bảo luôn dẫn truyền tốt xung điện tim, không gây kích ứng da, vô khuẩn, không có muối, không có formaldehyde;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
604;Giấy điện tim 3 cần;Fukuda;170001103/PCBA-HN;2024;Tele-Paper;Malaysia;Tele-Paper, Malaysia;Cuộn; 20 ; 21.000 ;Kích thước: ≥ 63mm x 30m;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
605;Giấy in siêu âm đen trắng AC 110;AC-110S;180000341/PCBA-HN;2024;Tele-Paper;Malaysia;Tele-Paper, Malaysia;Cuộn; 20 ; 125.000 ;Khả năng in ấn chất lượng cao, dính mực tốt, đảm bảo bản in sinh động và sắc nét. Kích thước 110mm x 20m.;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
606;Giấy in monitor sản khoa Nihon Kohden FQS 150-2,7-90 (NK15090/300RS);Sonomed/ NK 15090/300RS;170000976/PCBA-HN;2024;Tele-Paper;Malaysia;Tele-Paper, Malaysia;Thếp; 20 ; 95.000 ;Kích thước: 150mm x 90mm x 300 tờ, dùng cho máy theo dõi sản khoa Bistos.;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
607;Chạc ba dùng truyền tĩnh mạch có dây nối;Well Way;220001148/PCBB-BYT;2024;Well med;Ấn Độ;Well med, Ấn Độ;Cái; 1 ; 4.500 ;Làm bằng nhựa dùng trong y tế, không gây độc, gây sốt, không gẫy gập hoặc chảy nước. Khóa chịu được áp suất từ 3bar- 5bar ( 43,5 psi - 72psi). Khóa luer ở đầu khóa dễ dàng kết nối với các loại kim, gây truyền, bộ vi điều chỉnh… Không tương tác khi truyền với các loại nhũ dịch béo hay các loại thuốc. Thời gian sử dụng 96 giờ. Khử trùng bằng khí EO.;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
608;Túi máu đơn 250ml;SC-250A;Không thuộc danh mục phải xin GPNK/ Phận loại C/ Đủ ĐKLH theo hướng dẫn tại NĐ 98/2021 và 07/2023;2024;"Shandong Weigao Group Medical
 Polymer Co., Ltd";Trung Quốc;"Shandong Weigao Group Medical, Trung Quốc
 Polymer Co., Ltd";Bộ; 20 ; 52.000 ;"Túi máu đơn 250ml. Dung tích 250ml để chứa máu toàn phần (Dung tích tối đa là 300ml). Hệ thống túi máu đơn này với một túi chính chứa 35 ml chất chống đông CPDA-1 (citrate-phosphate-Dextrose-Adenine) giúp bảo quản hồng cầu lên đến 35 ngày ở 2 độ C – 6 độ C
 Mỗi 100 ml dung dịch CPDA-1 chứa Citric Acid: 0.327g; Sodium Citrate: 2.63g; Sodium Biphosphate monohydrate: 0.222g; Dextrose: 3.19g; Adenine: 0.0275g; Water for injection: q.s. 
 Kim lấy máu cỡ: 16G và chiều dài kim 37 ± 0,5 mm. Ống dây lấy máu dài 980 ± 40 mm với 12 mã số . Ống lấy máu có đường kính ngoài 4,4 ± 0,1 mm và đường kính trong 3,2 ± 0,1 mm
 Kích thước túi: 
 Kích thước bên trong: chiều cao 141 ± 5 mm và chiều rộng 120 ± 5 mm
 Kích thước bên ngoài: cao 201 ± 5 mm và rộng 130 ± 5 mm
 Sức bền túi: Sức bền ly tâm ≥ 5000g trong 10 phút
 Sức bền áp lực ≥ 0,7kg/cm2 trong 10 phút
 Sức bền nhiệt độ trong khoảng -80 độ C tới 40 độ C
 Tiệt trùng dùng 1 lần";Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
609;Viên ngâm sát khuẩn Presept;SPR25;VNDP-HC-067-03-17;2024;Johnson & Johnson;Mỹ;Johnson & Johnson, Mỹ;Hộp; 50 ; 650.000 ;Viên sủi khử khuẩn, thành phần 2,5g Troclosense Sodium.Dạng viên sủi tan nhanh trong nước tạo dung dịch có pH acid 6.2. Khử khuẩn dụng cụ, bề mặt, đồ vải;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
610;Javen;;;2024;Thuận Phát - Việt Nam;Việt Nam;Thuận Phát - Việt Nam;Lít; 90 ; 9.870 ;Có màu hơi vàng, có mùi đặc trưng, nồng độ 12%;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
611;Dầu sả;;;2024;Thuận Phát - Việt Nam;Việt Nam;Thuận Phát - Việt Nam;Lít; 120 ; 78.000 ;Có màu hơi vàng, có mùi thơm chanh tươi đặc trưng của dầu sả;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
612;Bao đo huyết áp;SCxxxx;Không thuộc danh mục phải xin GPNK/ Phận loại C/ Đủ ĐKLH theo hướng dẫn tại NĐ 98/2021 và 07/2023;2024;Shenzhen Sino-k Medical Technology Co., Ltd;Trung Quốc;Shenzhen Sino-k Medical Technology Co., Ltd, Trung Quốc;Cái; 10 ; 378.000 ;"Tương thích nhiều dòng monitor trên thị trường.
 Chất liệu vòng bít Nylon
 Phạm vi vòng bít cho người lớn: 25-35cm, cho trẻ em 18-26cm, cho trẻ sơ sinh 6-11cm
 Loại sử dụng nhiều lần, có 1 dây hoặc 2 dây (dài 35cm ±10%)
 Không chứa latex, dễ dàng làm sạch
 Độ kín khí ≤4mmHg/phút
 Áp suất bơm hơi tối đa cho trẻ sơ sinh: đạt tối đa 180mmHg, cho người lớn, trẻ em: có thể đạt 360mmHg
 Đáp ứng tiêu chuẩn ISO 13485";Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
613;Bơm hút thai một van (Bơm hút thai chân không dùng tay một van);SVS-LF;220002593/PCBB-BYT;2024;Pacific Hospital Supply Co., Ltd - Đài Loan;Đài Loan;Pacific Hospital Supply Co., Ltd - Đài Loan;Bộ; 2 ; 399.000 ;Bơm một van có dung tích 60mL, kích thước 610-660 mm (24-26 inch). Bơm được làm từ nhựa cao su tổng hợp. Sử dụng trong hút thai bằng chân không. Vòng gioăng chữ O bằng cao su cho đầu bittong. Vòng nhựa cố định ở cổ ống bơm. Dầu bôi trơn (silicone) 2cc.;Công ty TNHH thiết bị Y tế Hoàng Anh;101581745;Trung tâm Y tế huyện Đình Lập;294/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
614;Máy điện châm đa năng;SDZ-II;;2024;HWAITO;Trung Quốc;HWAITO - Trung Quốc;Cái; 11 ; 1.400.000 ;"Tần số : 1 - 100 Hz: - Độ rộng sóng truy xuất: ≤1µS; - Đường truy xuất: 6 đường độc lập ; - Chế độ sóng : Có 3 chế độ: Đều, ngắt quãng và liên tục; - Có đồng hồ hẹn giờ đến 30 phút.";CÔNG TY TNHH thiết bị y tế Bình Mai;107713765;Trung tâm Y tế huyện Đình Lập;342/QĐ-TTYT, ngày 31/10/2024;;;;;;;;;
615;Bảng đo thị lực dùng điện;CC;;2024;TNE;Việt Nam;TNE- Việt Nam;Cái; 12 ; 800.000 ;"Khoảng cách đọc: 5m. Nguồn: 220V; 0,2A. Bảng chữ hoặc bảng hình. Lỗ treo tường, chân để bàn, giá đỡ. Vỏ đèn bằng inox";CÔNG TY TNHH thiết bị y tế Bình Mai;107713765;Trung tâm Y tế huyện Đình Lập;342/QĐ-TTYT, ngày 20/12/2024;;;;;;;;;
616;Bàn sản phụ khoa đa năng;SX-4A;;2024;Jiangsu Suxin Medical Equipment Co.,Ltd/;Trung Quốc;Jiangsu Suxin Medical Equipment Co.,Ltd/ Trung Quốc;Cái; 1 ; 87.600.000 ;"Kích thước bàn: 1800 × 600 mm; Chiều cao bàn: 650-900 mm; Chuyển động nâng: 250 mm; Đảo chiều ≥25 °; Tấm lưng gấp lên, ≥70 °; Cấu hình và phụ kiện; Thân bàn chính: 1 cái; Nệm: 1 bộ; Điều khiển điện: 1 cái; Đỡ tay: 2 cái; Đỡ chân sản: 2 cái; Tay nắm : 2 cái; Chậu nước thải: 1 cái; Khung che : 1 cái";CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ Y TẾ THÀNH ĐÔ;108026010;Trung tâm Y tế huyện Đình Lập;373/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
617;Máy điện tim 6 kênh;ECG-3250;230002766/PCBB-HCM;2024;Shanghai Kohden Medical Electronic Instrument Corp;Trung Quốc;Shanghai Kohden Medical Electronic Instrument Corp, Trung Quốc;Cái; 1 ; 70.000.000 ;"Cấu hình bàn giao:; - Máy chính: 01 bộ; - Dây điện tim: 01 cái; - Dây nguồn: 01 cái; - Điện cực ngực: 06 quả; - Điện cực kẹp chi: 04 cái;";CÔNG TY TNHH thiết bị y tế Bình Mai;107713765;Trung tâm Y tế huyện Đình Lập;363/QĐ-TTYT, ngày 25/12/2024;;;;;;;;;
618;Máy xét nghiệm nước tiểu 500 test/h;Mission U500;230003008/PCBB-HN;2024;Acon Biotech Co.,Ltd;Trung Quốc;Acon Biotech Co.,Ltd - Trung Quốc;Cái; 1 ; 27.500.000 ;"Màn hình LCD màu cảm ứng; - Công suất hoạt động 500 xét nghiệm/giờ ; - Khả năng nhập màu và độ trong của nước tiểu để tham chiếu; - Tự động gắn cờ kết quả đo bất thường; - Bước sóng đơn sắc: 525nm và 635 nm;";CÔNG TY TNHH thiết bị y tế Bình Mai;107713765;Trung tâm Y tế huyện Đình Lập;363/QĐ-TTYT, ngày 25/12/2024;;;;;;;;;
619;Xe đẩy bệnh nhân;X9 Lucass;;2024;Lucass;Trung Quốc;Lucass, Trung Quốc;Cái; 1 ; 1.950.000 ;Khung thép mạ Crom. - Chỗ ngồi bằng Simili. - Tải trọng: 100 kg. - Có thể gấp gọn.;CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
620;Xe tiêm 3 tầng;XT3;;2024;Công ty TNHH Sản xuất và thương mại Toán Huệ;Việt Nam;Công ty TNHH Sản xuất và thương mại Toán Huệ, Việt Nam;Cái; 4 ; 3.500.000 ;"Có 3 tầng khay. Thông số kĩ thuật: Toàn bộ làm bằng inox 201, bánh xe nhựa đặc dễ dàng di chuyển. Kích thước xe: Dài x rộng x cao = 800 x 450 x 1.000mm; Khung xe: Inox ống Ф 25 x 0.8";CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
621;Đệm giường bệnh;3A;;2024;3A;Việt Nam;3A, Việt Nam;Cái; 60 ; 350.000 ;Kích thước: 90x190x5cm. Chất liệu: Mút + Vải Simili;CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
622;Tủ đầu giường bệnh;3A;;2024;3A;Việt Nam;3A, Việt Nam;Cái; 45 ; 950.000 ;"Kích thước ( mm ): R400x S350x C850. Gồm 3 khoang: Khoang trên là ngăn kéo, trượt trên ray U có bánh xe; Khoang giữa kín 3 phía; Khoang dưới cánh đóng mở có khoá từ";CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
623;Cọc truyền;3A;;2024;3A;Việt Nam;3A, Việt Nam;Cái; 10 ; 300.000 ;Chiều cao: di động từ 1200-2000mm, Rộng 450mm. Thân cọc, chân cọc: đều làm bằng Inox ống ngoài Ф25, lòng trong Ф22;CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
624;Đèn gù;TNE;;2024;TNE;Việt Nam;TNE- Việt Nam;Cái; 2 ; 1.150.000 ;Công suất tối đa: 250w. Chiều cao của Đèn hồng ngoại gù lên tới 1m7. Cổ định vị xoay linh động đến gần 360 độ. Khoảng rộng Đèn hồng ngoại gù lên đến 30cm + 30cm.;CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
625;Bảng đo thị lực dùng điện;TNE;;2024;TNE;Việt Nam;TNE- Việt Nam;Cái; 2 ; 800.000 ;"Khoảng cách đọc: 5m. Nguồn: 220V; 0,2A. Bảng chữ hoặc bảng hình. Lỗ treo tường, chân để bàn, giá đỡ. Vỏ đèn bằng inox";CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
626;Máy hút dịch 1 bình;7E-A;;2024;Ywell;Trung Quốc;Ywell, Trung Quốc;Cái; 1 ; 1.650.000 ;Áp hút cao, lưu lượng thấp. Nguồn điện: AC220V±10%, 50Hz. Công suất vào: 90VA. Giá trị áp hút cực hạn: ≥0.075MPa(760mmHg). Phạm vi điều chỉnh áp hút: 0.02MPa đến giá trị áp hút cực hạn. Công suất hút khí: ≥15L/phút(760mmHg). Bình chứa dịch: 1000mL, 1 bình. Tiếng ồn: ≤65dB(A);CÔNG TY TNHH THIẾT BỊ Y TẾ PHAN NGUYỄN;107434539;Trung tâm Y tế huyện Đình Lập;372/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
627;Hộp hấp tròn Inox Ø30 x 17 (cm);An Bình;;2023 trở đi;An Bình;Việt Nam;An Bình;Cái; 10 ; 880.000 ;Chất liệu: Làm bằng inox 304;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
628;Hộp hấp tròn Inox Ø34 x 18 (cm);An Bình;;2023 trở đi;An Bình;Việt Nam;An Bình;Cái; 5 ; 1.166.000 ;Chất liệu: Làm bằng inox 304;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
629;Hộp hấp tròn Inox Ø36 x 18,5 (cm);An Bình;;2023 trở đi;An Bình;Việt Nam;An Bình;Cái; 10 ; 1.232.000 ;Chất liệu: Làm bằng inox 304;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
630;Kìm xoắn chỉ thép dài 17CM, ngàm răng cưa chéo, có rãnh chữ thập,;WS-162-010/;;2023 trở đi;Weldon;Pakistan;Weldon;Cái; 2 ; 2.875.000 ;Chất liệu: Làm bằng thép không gi, có thể hấp sấy được;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
631;Kìm xoắn chỉ thép, dài 19CM, ngàm răng cưa, đầu côn tới 1mm;WS-162-008/;;2023 trở đi;Weldon;Pakistan;Weldon;Cái; 2 ; 1.760.000 ;Chất liệu: Làm bằng thép không gi, có thể hấp sấy được;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
632;Hộp đựng dụng cụ Inox 30 x 16 x 6 cm;;;2023 trở đi;;Pakistan;;Cái; 20 ; 1.210.000 ;Chất liệu: Làm bằng thép không gi, có thể hấp sấy được;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
633;Giá đỡ ống nghiệm Inox 201 nhiều kích cỡ, cho ống đường kính 13 16 18 20 22 25 30 38 mm;Việt Nam;;2023 trở đi;Việt Nam;Việt Nam;Việt Nam;Cái; 10 ; 150.000 ;Chất liệu inox giúp giá ống nghiệm bền trong quá trình sử dụng và dễ dàng làm sạch hơn. Thiết kế với nhiều ô nhỏ giúp đựng tối đa một số lượng lớn ống nghiệm tiết kiệm không gian và tối ưu khả năng sử dụng so với loại giá ống nghiệm thông thường;HKD CỬA HÀNG THIẾT BỊ Y TẾ MINH KHÔI;8125055552-001;Trung tâm Y tế huyện Đình Lập;374/QĐ-TTYT, ngày 29/12/2024;;;;;;;;;
