STT;Mã Đơn Vị;Mã khối;Tên Đơn Vị;Địa chỉ;Giờ;Thứ;Ngày;Tại;Địa chỉ
1106;TI2006I;TI;Công Ty TNHH Kỹ Thuật Dịch Vụ Thiên Phú;31A Tăng Nhơn Phú, P.Phước Long B, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1107;TI2007I;TI;Công Ty TNHH TM DV Trần Hoài Đức;1B, Đường 5, KP ích Thạnh, P.Trường Thạnh, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1108;TI2008I;TI;Cty TNHH SX & TM  Đoàn Gia Phát;9/13 đường Mạc Hiển Tích, KP Bến Đò, P Long Bình, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1109;TI2009I;TI;Công Ty TNHH MTV Phát Triển Châu Long;105 đường số 1, KP Ông Nhiêu, P.Long Trường, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1110;TI2010I;TI;Công Ty TNHH Vân Long Hưng;69/19 Đường 15, KP Vĩnh Thuận, P.Long Bình, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1111;TI2011I;TI;Công Ty TNHH DV TM Thực Phẩm Huy Tuấn;12 Đường 26, P.Tăng Nhơn Phú A, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1112;TI2012I;TI;Công Ty TNHH MTV SX & TM May Mặc Ngô Gia;23/6C Đường 4, KP2, P.Tăng Nhơn Phú B, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1113;TI2013I;TI;Cty TNHH Công Nghiệp T.S.T;66J Đường 6, P.Phước Bình, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1114;TI2014I;TI;Công Ty TNHH CN Điều Khiển Chất Lỏng KTN;91 Đường 5, KDC Gia Hòa, P.Phước Long B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1115;TI2016I;TI;CTy TNHH Xăng Dầu Toàn Gia Phát;Số 40, đường 447B, KP2, P. Tăng Nhơn Phú A , Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1116;TI2018I;TI;Cty CP Tư Vấn Đầu Tư Xây Dựng Viễn Đông;333 Nam Hòa, P.Phước Long A, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1117;TI2019I;TI;Công Ty CP XD DV Giao Nhận An Khang;78/A20 Hồ Bá Phấn, KP4, P.Phước Long A, Quận 9,TP.HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1118;TI2020I;TI;Cty TNHH Sài Gòn Bố Thắng;582 Lã Xuân Oai, P Long Trường, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1119;TI2021I;TI;Công Ty TNHH Tomi Việt Nam;27 Đường 20, KN Rạch Chiếc, Tổ 1, KP6, P.Phước Long B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1120;TI2022I;TI;CTy TNHH TM DV Vật Liệu và Thiết Bị Vĩnh Phú;725B Đỗ Xuân Hợp, P.Phú Hữu, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1121;TI2023I;TI;Cty TNHH King ELong;8 KP The Garland, Đường Dương Đình Hội, P Phước Long B, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1122;TI2024I;TI;Công Ty TNHH An Lộc Phước;46 Đường 12D, KP Chân Phúc Cẩm, P.Long Thạnh Mỹ, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1123;TI2025I;TI;Công ty TNHH SX Nhựa Song Mã;Số 12/11 Đường 109, Tổ 23, KP 5, P. Phước Long B, Quận 9, TP. HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1124;TI2026I;TI;Cty TNHH TM DV GN Vận Tải Chiến Thắng;92 Đường 5, KP2, P.Phước Bình, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1125;TI2027I;TI;Cty TNHH MTV Phân Phối Hoa Trúc Anh;4/4 Đường 1, KP4,P.Tăng Nhơn Phú B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1126;TI2028I;TI;Công Ty TNHH PV Tiền Phong;1D Tân Hòa 2, KP6, P.Hiệp Phú, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1127;TI2029I;TI;CTy TNHH Vệ Sinh Môi Trường Tuấn Anh;21A Đường 160, KP3, P TNP A, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1128;TI2030I;TI;CTY TNHH Vận Tải DBQ;31/6/4F Đường 160, KP3, P TNP A, Q9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1129;TI2032I;TI;CTy TNHH Kỹ Thuật & Công Nghệ PQP;34 Đường 5, Phường Phú Hữu, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1130;TI2033I;TI;Cty CP Phát Triển Công  Nghệ Viotek;Tiểu khu K1 G3, đường D1, P Tân Phú, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1131;TI2034I;TI;CTy TNHH Trấu Việt Sài Gòn;2/241A Dương Đình Hội, KP3, P TNPB, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1132;TI2035I;TI;Công ty TNHH DV BV An Khang Việt Nam;429/21 Lê Văn Việt, P. Tăng Nhơn Phú A, Quận 9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1133;TI2036I;TI;CTy CP Thiết Bị Tự Động An Thái;1 Đường 4, KP2, P. Tăng Nhơn Phú B, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1134;TI2037I;TI;Cty TNHH TM DV Quảng Cáo Sài Gòn 5 Giây;11/5 đường 359,P Phước Long B, Q9, TPHCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1135;TI2038I;TI;Công ty TNHH công nghệ cơ khí Newtech;31 Đường số 16, Khu Tái Định Cư Long Sơn, P Long Bình, Quận 9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1136;TI2039I;TI;Cty TNHH Khánh Lê;3/25/13 Đường 182, KP3, TNP A, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1137;TI2040I;TI;Cty TNHH Tư Vấn Xây Dựng 146;146 Đỗ Xuân Hợp, PLA,Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1138;TI2041I;TI;Công Ty TNHH MTV Vận Tải Đạt Nguyên;35 Đường 185, Tổ 1, KP5, P.Phước Long B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1139;TI2042I;TI;Công Ty TNHH Cơ KHí Đại Gia;31/14B Đường 160, KP3, P.Tăng Nhơn Phú A, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1140;TI2043I;TI;Công Ty TNHH Saftec;26 Đường 10, P.Tăng Nhơn Phú B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1141;TI2044I;TI;Công Ty TNHH GN Vận Tải Gia Long;66 Tổ 3, KP 5, Đường 475, P. Phước Long B, Quận 9, TP. HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1142;TI2045I;TI;Công Ty Cổ Phần Phát Triển SX KD Thái Bình;26B Phan Chu Trinh, P.Hiệp Phú, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1143;TI2047I;TI;Công Ty TNHH MTV Dương Bùi;93/27 Đường 24, ấp 1, P.Long Thạnh Mỹ, Q.9,HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1144;TI2048I;TI;Công Ty TNHH Thương Mại Unitek;1237A Nguyễn Xiển, KP Thái Bình 2, P.Long Bình, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1145;TI2050I;TI;Công Ty TNHH MTV May Mặc Hoa Vàng;136 Đường 400, P.Tân Phú, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1146;TI2051I;TI;Công Ty TNHH Phan Vinh Seimitsu;32 Đường Cầu Xây 2, KP6, P.Tân Phú, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1147;TI2053I;TI;Công Ty TNHH DV Vận Tải Hoa Sen;233/21 Nam Hòa, Tổ 4, KP1, P.Phước Long A, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1148;TI2054I;TI;Công ty TNHH TM DV Kỹ Thuật CSV;1A Đường 4, P.Tăng Nhơn Phú B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1149;TI2055I;TI;Công Ty TNHH TM Vận Tải Hoàng Huy Phát;80/11 Lã Xuân Oai, P.Tăng Nhơn Phú A, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1150;TI2056I;TI;Công Ty TNHH Viễn Thông Đăng Quang;35/11 Đường 297, P.Phước Long B, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1151;TI2057I;TI;Cty TNHH TM DV VT Hoàng Thiên Kim;60 đường Long Sơn, Tổ 2, KP Long Sơn, P Long Bình, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1152;TI2059I;TI;Cty CP Đầu Tư Xây Dựng Nhà An Sinh;1447A Nguyễn Duy Trinh, P. Trường Thạnh, Quận 9, TP. HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1153;TI2060I;TI;Công Ty Cổ Phần Đầu Tư BĐS Trường Phú;15 Đường 1, KP2, P.Phú Hữu, Quận 9, TPHCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1154;TI2061I;TI;Công Ty Cổ Phần TM Vận Tải Lê Thanh;41/1-41/3 Đường 68, KP2, P.Hiệp Phú, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1155;TI2062I;TI;Công Ty TNHH Thái Lâm Long;2/45/1 Đường 120, KP2, P.Tân Phú, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1156;TI2063I;TI;Công Ty TNHH ĐT và XD TM MGD Toàn Cầu;29 Đường 10, KDC Khang Điền, P.Phước Long B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1157;TI2064I;TI;Cty CP La Ri Việt Nam;184A đuờng Man Thiện, phuờng Tăng Nhơn Phú A, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1158;TI2066I;TI;CTy CP Địa ốc Dầu Khí Sài Gòn;159A Nguyễn Xiển, KP Tam Đa, P Trường Thạnh, q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1159;TI2067I;TI;Cty TNHH XD Môi Giới Bất Động Sản Phương Đông;42 Phan Đức Đạt, KP1, P.Long Thạnh Mỹ, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1160;TI2068I;TI;Cty TNHH Việt Đông á;58/7 Trương Văn Thành, KP6, P.Hiệp Phú, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1161;TI2069I;TI;Cty TNHH SX TM DV Lê Quỳnh;45A Đường 24, kp1, P.Long Thạnh Mỹ, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1162;TI2070I;TI;CTY TNHH Quốc Tế Tân Hồng Phát;233/21 Nam Hòa, P.Phước Long A, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1163;TI2071I;TI;Cty TNHH MTV Ngân Ngân Tâm;201 Đình Phong Phú, Tổ 5, KP3, P.Tăng Nhơn Phú B, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1164;TI2072I;TI;Cty TNHH XD Tín Tạo;Số 04 Đường 16 KDC Nam Long, P. Phước Long B, Quận 9, TP. HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1165;TI2074I;TI;Cty TNHH May Trang Phục Lót Hoàng Tiên;Số 155 Đại Lộ 3, P.Phước Bình, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1166;TI2075I;TI;Cty TNHH Mạnh Thắng Sài Gòn;145/1/27 Đỗ Xuân Hợp, P.Phước Long B,  Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1167;TI2076I;TI;Cty TNHH Kỹ Thuật Và Dịch Vụ Minh Phú;244/44 Dương Đình Hội,  P.Tăng Nhơn Phú B, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1168;TI2077I;TI;Cty TNHH TM Và DV Lương Gia;65/42 Đường 339, KP4, P.Phước Long B, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1169;TI2078I;TI;Cty TNHH SX TM DV PT Phúc Huy;Phòng C510, Số 2 Đường D7, KDC Nam Long, Tổ 4, KP6, P.Phước Long B, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1170;TI2079I;TI;Cty TNHH Tu Mi Chi;29 Huỳnh Thúc Kháng, KP2, P. Hiệp Phú, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1171;TI2080I;TI;Cty TNHH An Thịnh Logistics;91C Đường số 8, Tổ 6, KP5, P. Tăng Nhơn Phú B, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1172;TI2081I;TI;CTy TNHH Phát Triển Gỗ Sài Gòn;65 Đường 12, KP Long Sơn,  P Long Bình, Quận 9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1173;TI2082I;TI;Cty TNHH MTV Dịch Vụ Thông Tin Tín Phương;số 70, đường 11, P Phước Bình, Q9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1174;TI2083I;TI;Công Ty TNHH XD và MG BĐS Nhà Việt;219 Đường III, KDC Khang Điền, P.Phước Long B, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1175;TI2084I;TI;Công Ty TNHH SX TM DV Môi Trường Sao Mai;343 Man Thiện, KP5, P.Tăng Nhơn Phú A, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1176;TI2085I;TI;Cty CP Cơ Điện Duy Đạt;20/4C Đường 904,KP6, P. Hiệp Phú, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1177;TI2086I;TI;Cty CP May Gia Phúc;48 đường Tăng Nhơn Phú, KP3, P.Tăng Nhơn Phú B, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1178;TI2088I;TI;Cty CP TV XD KT Điện Hoàng Vũ;1055 Đường Nguyễn Xiển,  Tổ 1, KP Long Bửu, P.Long Bình, Q9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1179;TI2089I;TI;Cty TNHH Giao Nhận Vận Tải Hải Âu;32/C3 Tây Hòa, P.Phước Long  A, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1180;TI2090I;TI;Cty CP Happy Việt;19 đường Phan Chu Trinh, P.Hiệp Phú, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1181;TI2091I;TI;Công ty TNHH TM DV 191 Thanh Xuân;32 Đường 98, KP6, P. Phước Long A, Quận 9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1182;TI2092I;TI;CTY TNHH SX TMva DV Phụ Tùng Ô Tô Anh Trung;41 Tân Lập 2, P Hiệp Phú, Q9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1183;TI2098I;TI;Cty TNHH TM SX Cơ Khí XD Thành Đạt;737 Đỗ Xuân Hợp, P.Phú Hữu, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1184;TI2099I;TI;Công Ty TNHH Nhân Mã Sài Gòn;19G Đường số 9, KP Long Bửu, P. Long Bình, Quận 9, TP HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1185;TI2100I;TI;Cty TNHH Thực Phẩm Hưng Thịnh;100A, Hồ Bá Phấn, P.Phước Long A, Quận 9;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
1186;TI2101I;TI;Công Ty TNHH TM DV VT Hòe Hiền;14/3 Đường Nguyễn Xiển, KP Cầu Ông Tán, P.Long Bình, Q.9, HCM;8h30;Thứ ba;Ngày 24/10/2017;Nhà văn hóa lao động khu Công nghệ cao TP HCM;Lô S-VH, Đường D1, KCNC, P. Long Thạnh Mỹ, Quận 9, TP.HCM
