"stt","số_văn_bản","ngày_công_bố","tên_cơ_sở","địa_chỉ","người_đứng_đầu_phụ_trách_chuyên_môn","số_điện_thoại","công_bố_mới","công_bố_lại","dừng_hoạt_động","ghi_chú"
"242","03/TB-TYT của TYT xã Phúc Thọ","23/7/2025.","Điểm Y tế Long Xuyên","Thôn Phù Long 1- xã Phúc Thọ - thành phố Hà Nội","Hà Thị Tú","916156766.0","1","null","null","null"
"242","03/TB-TYT của TYT xã Phúc Thọ","23/7/2025.","Điểm Y tế Thượng Cốc","Thôn Kim Lũ - xã Phúc Thọ - thành phố Hà Nội","Vương Thị Hợi","988017317.0","1","null","null","null"
"242","03/TB-TYT của TYT xã Phúc Thọ","23/7/2025.","Phòng tiêm dịch vụ TYT xã Phúc Thọ","Thôn 6 - xã Phúc Thọ - thành phố Hà Nội","Vũ Tuấn Anh","983266732.0","1","null","null","null"
"243","01/TB-TYT của TYT xã Suối Hai","17/7/2025.","Điểm y tế Ba Trại","Thôn 5, xã Suối Hai, Thành phố Hà Nội","Nguyễn Mạnh Cường","973659695.0","1","null","null","null"
"243","01/TB-TYT của TYT xã Suối Hai","17/7/2025.","Điểm y tế Tản Lĩnh","Thôn Đức Thịnh, xã Suối Hai, Thành phố Hà Nội","Nguyễn Thị Hằng","986643565.0","1","null","null","null"
"244","02/TB-TYT của TYT xã Suối Hai","17/7/2025.","Trạm Y tế xã Suối Hai","Thôn Yên Thành, xã Suối Hai, Thành phố Hà Nội","Lương Ngọc Ánh","936852548.0","1","null","null","null"
"245","09/TB-TYT của TYT xã Thư Lâm","2025-07-23 00:00:00","Trạm y tế xã Thư Lâm","Thôn Châu phong, xã Thư Lâm, TP Hà Nội","Tô Tiến Quang","382312212.0","1","null","null","null"
"245","09/TB-TYT của TYT xã Thư Lâm","2025-07-23 00:00:00","Điểm Y tế Thị trấn","Tổ 7, xã Thư Lâm, TP Hà Nội","Lê Thị Thoa","978167260.0","1","null","null","null"
"245","09/TB-TYT của TYT xã Thư Lâm","2025-07-23 00:00:00","Điểm Y tế Xuân Nộn","Chợ Kim, xã Thư Lâm, TP Hà Nội","Dương Thị Bích","976497173.0","1","null","null","null"
"245","09/TB-TYT của TYT xã Thư Lâm","2025-07-23 00:00:00","Điểm Y tế Thụy Lâm","Thôn Mạnh Tân, xã Thư Lâm, TP Hà Nội","Nguyễn Thị Hoài","978841379.0","1","null","null","null"
"245","09/TB-TYT của TYT xã Thư Lâm","2025-07-23 00:00:00","Điểm Y tế Vân Hà","Số 2, đường Vân Hà, xã Thư Lâm, TP Hà Nội","Nghiêm Thị Dịu","978167260.0","1","null","null","null"
"246","27/TB-TYT của TYT phường Văn Miếu - Quốc Tử Giám","21/7/2025.","Điểm Y tế Văn Miếu- Quốc Tử Giám","Số 14 Ngõ Thông Phong, Phường Văn Miếu-Quốc Tử Giám, Hà Nội","Nguyễn Chí Thành","988082816.0","1","null","null","null"
"246","27/TB-TYT của TYT phường Văn Miếu - Quốc Tử Giám","21/7/2025.","Điểm Y tế Thổ Quan","Số 62 Ngõ Thổ Quan, Phường Văn Miếu-Quốc Tử Giám, TP Hà Nội","Nguyễn Thu Hương","985281726.0","1","null","null","null"
"246","27/TB-TYT của TYT phường Văn Miếu - Quốc Tử Giám","21/7/2025.","Điểm Y tế Phương Liên","Số 80 Phố Kim Hoa, Phường Văn Miếu-Quốc Tử Giám, TP Hà Nội","Trần Huy Long","948468585.0","1","null","null","null"
"246","27/TB-TYT của TYT phường Văn Miếu - Quốc Tử Giám","21/7/2025.","Điểm Y tế Văn Chương","Số 42 Ngõ Văn Chương, Phường Văn Miếu-Quốc Tử Giám, Hà Nội","Trần Thị The","987736768.0","1","null","null","null"
"246","27/TB-TYT của TYT phường Văn Miếu - Quốc Tử Giám","21/7/2025.","Điểm Y tế Khâm Thiên","96 Ngõ Lan Bá, PhườngVăn Miếu-Quốc Tử Giám, TP Hà Nội","Nguyễn Thị Thanh Hương","989679881.0","1","null","null","null"
"247","09/TB-TYT của TYT phường Xuân Phương","16/7/2025.","Trạm Y tế phường Xuân Phương","TDP số 3, phường Xuân Phương, Hà Nội","Nguyễn Thị Minh Phương","982736215.0","1","null","null","null"
"247","09/TB-TYT của TYT phường Xuân Phương","16/7/2025.","Điểm y tế Phương Canh","Số 167, đường Xuân Phương, phường Xuân Phương, Hà Nội","Nguyễn Việt Duy","961569926.0","1","null","null","null"
"248","02/TB-TYT của TYT xã Yên Bài","2025-07-20 00:00:00","Điểm Trạm Y tế xã Yên Bài","Thôn Bặn – xã Yên Bài- Tp Hà Nội","Nguyễn Mai Lan","986576548.0","1","null","null","null"
"248","02/TB-TYT của TYT xã Yên Bài","2025-07-20 00:00:00","Điểm Y tế Bài","Thôn Bài – xã Yên Bài - Tp Hà Nội","Cao Hải Yến","973925904.0","1","null","null","null"
"249","41/CV-TYT của TYT xã Dương Hoà","30/7/2025","Trạm Y tế xã Dương Hòa","Thôn Đoàn Kết - Xã Dương Hòa - TP Hà Nội","Khánh Thị Việt Hà","936789083.0","null","1","null","null"
"249","41/CV-TYT của TYT xã Dương Hoà","30/7/2025","Điểm Y tế Minh Khai","Thôn Minh Hoà 2 - Xã Dương Hòa - TP Hà Nội","Đỗ Đăng Sơn","912153588.0","null","1","null","null"
"249","41/CV-TYT của TYT xã Dương Hoà","30/7/2025","Điểm Y tế Cát Quế","Thôn 2 Xã Dương Hòa - TP Hà Nội","Nguyễn Thị Chuyên","988970521.0","null","1","null","null"
"249","41/CV-TYT của TYT xã Dương Hoà","30/7/2025","Điểm Y tế Yên Sở","Thôn 4 -Xã Dương Hoà - TP Hà Nội","Trần Thị Yến","962271762.0","null","1","null","null"
"249","41/CV-TYT của TYT xã Dương Hoà","30/7/2025","Điểm Y tế Đắc Sở","Thôn Chùa Ngụ - Xã Dương Hòa - TP Hà Nội","Nguyễn Thị Liên","984430984.0","null","1","null","null"
"250","123/TB-TYT của TYT xã Yên Lãng","25/7/2025","Phòng tiêm chủng dịch vụ - Trạm Y tế Yên Lãng","Thôn Bồng Mạc, Xã Yên Lãng - TP Hà Nội","Bùi Trí Thuật","985742476.0","null","1","null","null"
"250","123/TB-TYT của TYT xã Yên Lãng","25/7/2025","Phòng tiêm chủng dịch vụ - Trạm Y tế Yên Lãng","Thôn Bồng Mạc, Xã Yên Lãng - TP Hà Nội","Nguyễn Thị Liên","987427483.0","null","1","null","null"
"251","23/TB-TYT của TYT phường Hà Đông","30/7/2025","Điểm Y tế La Khê","Số 38- Phan Đình Giót- Phường Hà Đông- Tp Hà Nội","Bác sỹ: Nguyễn Thị Hòa","2433822086.0","1","null","null","null"
"251","23/TB-TYT của TYT phường Hà Đông","30/7/2025","Điểm Y tế Mộ Lao","16B1 Làng Việt Kiều Châu Âu- phường Hà Đông- TP Hà Nội","Bác sỹ: Ngô Thị Hoàn","2433560177.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Trạm Y tế xã Chương Dương","Thôn An Duyên - Xã Chương Dương – TP Hà Nội","Nguyễn Tiến Trọng","904644047.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm trạm Y tế Kỳ Dương","Thôn Kỳ Dương – Xã Chương Dương - TP Hà Nội","Lê Văn Thuỳ","984579228.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm trạm Y tế Tự Nhiên","Số 78 đường Hồng Châu - Xã Chương Dương - TP Hà Nội","Đặng Hữu Hoằng","369883670.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm trạm Y tế Thư Phú","Thôn Thư Dương - Xã Chương Dương - TP Hà Nội","Lương Thị Hường","368894764.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm trạm Y tế Lê Lợi","Thôn An Cảnh - Xã Chương Dương - TP Hà Nội","Đặng Huy Định","962876295.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm trạm Y tế Thắng Lợi","Thôn Đống Xung - Xã Chương Dương - TP Hà Nội","Trần Văn Hay","915428997.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm trạm Y tế Tô Hiệu","Thôn An Duyên - Xã Chương Dương - TP Hà Nội","Lương Văn Phú","974910746.0","1","null","null","null"
"252","13/TB-TYT của TYT xã Chương Dương","21/7/2025","Điểm phòng khám đa khoa","Thôn An Duyên - Xã Chương Dương – TP Hà Nội","Nguyễn Văn Thơ","978233788.0","1","null","null","null"
"253","12/TB-TYT của TYT phường Láng","24/7/2025","Điểm Y tế Láng Thượng","138 phố Chùa Láng - Phường Láng- TP Hà Nội","Phạm Thị Ngọc Bảo","912845496.0","1","null","null","null"
"253","12/TB-TYT của TYT phường Láng","24/7/2025","Điểm Y tế Láng Hạ","Số 9 ngõ 107 Nguyễn Chí Thanh - Phường Láng - TP. Hà Nội","Nguyễn Văn Ánh","393193986.0","1","null","null","null"
"254","14/TB-TYT của TYT phường Tây Mỗ","25/7/2025","Trạm Y tế phường Tây Mỗ","Số 371 đường Đại Mỗ - P Tây Mỗ - TP Hà Nội","Bs. Trần Phạm Thái","913057356.0","1","null","null","null"
"254","14/TB-TYT của TYT phường Tây Mỗ","25/7/2025","Điểm Y tế Phú Thứ","Số 11 Ngõ 27 đường Tây Mỗ - P Tây Mỗ - TP Hà Nội","Bs. Trần Thị Hoa","988041863.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Hiền Giang","Thôn Nhân Hiền - Xã Thường Tín - Tp Hà Nội","Nguyễn Thị Luyến","973455238.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Tiền Phong","Thôn Trát Cầu – Xã Thường Tín - Tp Hà Nội","Nguyễn Hải Kiên","339836312.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Văn Phú","Thôn Văn Trai - Xã Thường Tín - Tp Hà Nội","Bùi Mạnh Kiên","975861662.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Thường Tín","Khu Nguyễn Du - Xã Thường Tín - Tp Hà Nội","Nguyễn Thị Thu Hiền","963990699.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Văn Bình","Thôn Văn Giáp - Xã Thường Tín - Tp Hà Nội","Trần Thị Hương","987405769.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Nhị Khê","Thôn Văn Xá - Xã Thường Tín - TP Hà Nội","Đỗ Thị Nhàn","356728906.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Khánh Hà","Thôn Khánh Vân - Xã Thường Tín - TP Hà Nội","Trần Ngọc Luân","913341007.0","1","null","null","null"
"255","09/TB-TYT của TYT xã Thường Tín","16/7/2025","Điểm trạm Y tế Hòa Bình","Thôn Thụy Ứng - Xã Thường Tín - TP Hà Nội","Nguyễn Thị Hoa Hiên","988664861.0","1","null","null","null"
"256","22/TB-TYT của TYT phường Giảng Võ","24/7/2025","Điểm Trạm Y tế Giảng Võ thứ nhất","Số 148 Ngọc Khánh, Phường Giảng Võ, TP Hà Nội","Trần Thị Vân Khánh","2438352526.0","1","null","null","null"
"256","22/TB-TYT của TYT phường Giảng Võ","24/7/2025","Điểm Trạm Y tế Giảng Võ thứ hai","Số 27 Nguyễn Chí Thanh, Phường Giảng Võ, TP Hà Nội","Lê Văn Thắng","2438351590.0","1","null","null","null"
"257","03/TB-TYT của TYT xã Bát Tràng","28/7/2025","Điểm Trạm Y tế Đông Dư","Thôn 3 Đông Dư, xã Bát Tràng, TP Hà Nội","Nguyễn Thị Hương Giang","972352430.0","1","null","null","null"
"257","03/TB-TYT của TYT xã Bát Tràng","28/7/2025","Điểm Trạm Y tế Văn Đức","Trung Quan, Văn Đức, xã Bát Tràng, TP Hà Nội","Nguyễn Văn Xít","989310168.0","1","null","null","null"
"258","25/TB-TYT của TYT phường Thanh Xuân","30/7/2025","Trạm Y tế phường Thanh Xuân","Số 132 phố Quan Nhân, phường Thanh Xuân, TP Hà Nội","Lê Thị Mai Hương","904098983.0","1","null","null","null"
"258","25/TB-TYT của TYT phường Thanh Xuân","30/7/2025","Điểm Y tế Thanh Xuân Bắc","D6 Thanh Xuân, TP Hà Nội","Nguyễn Đăng Hiếu","985099039.0","1","null","null","null"
"258","25/TB-TYT của TYT phường Thanh Xuân","30/7/2025","Điểm Y tế Thanh Xuân Trung","Ngõ 330 đường Nguyễn Trãi, Thanh Xuân, TP Hà Nội","Nguyễn Thị Thuý Hà","964564477.0","1","null","null","null"
"259","01/TB-TYT của TYT phường Kim Liên","29/7/2025.","Điểm trạm Khương Thượng","167 Khương Thượng, phường Kim Liên, TP Hà Nội","Vũ Thị Tuệ","904065616.0","1","null","null","null"
"259","01/TB-TYT của TYT phường Kim Liên","29/7/2025.","Điểm trạm Phương Mai","Ngõ 28C Lương Định Của, phường Kim Liên, TP Hà Nội","Vũ Thị Hương Giang","904569238.0","1","null","null","null"
"259","01/TB-TYT của TYT phường Kim Liên","29/7/2025.","Điểm trạm Trung Tự","Số 4 ngõ 4A Đặng Văn Ngữ, phường Kim Liên, TP Hà Nội","Lê Thị Hiển","979021884.0","1","null","null","null"
"260","27/TB-TYT của TYT phường Xuân Đỉnh","2025-07-25 00:00:00","Điểm trạm y tế Cổ Nhuế 1","Số 351A đường Trần Cung, Phường Xuân Đỉnh, Thành phố Hà Nội","Đặng Hồng Châu","396861819.0","1","null","null","null"
"260","27/TB-TYT của TYT phường Xuân Đỉnh","2025-07-25 00:00:00","Điểm trạm y tế Xuân Tảo","Đường Hoàng Minh Thảo, Tổ dân phố số 8, Phường Xuân Đỉnh, Thành phố Hà Nội","Nguyễn Văn Dũng","937636889.0","1","null","null","null"
"261","2532/TB-FLC","23/7/2025.","Công ty cổ phần dược phẩm FPT Long Châu - Địa điểm kinh doanh Trung tâm tiêm chủng Long Châu 228","Số 56 Nguyễn Trãi, phường Thanh Xuân, thành phố Hà Nội","Nguyễn Bạch Điệp","0789154255/ 18006928","1","null","null","null"
"262","26/TB-TYT của TYT xã Hồng Vân","29/7/2025.","Điểm Y tế Duyên Thái","Thôn Duyên Trường- Xã Hồng Vân - Tp Hà Nội","Nguyễn Thị Lệ Thúy","934461418.0","1","null","null","null"
"262","26/TB-TYT của TYT xã Hồng Vân","29/7/2025.","Điểm Y tế Vân Tảo","Thôn Nỏ Bạn - Xã Hồng Vân HN","Bùi Thị Hồng Phượng","989745736.0","1","null","null","null"
"262","26/TB-TYT của TYT xã Hồng Vân","29/7/2025.","Điểm Y tế Ninh Sở","Thôn Xâm Dương - Xã Hồng Vân - Tp Hà Nội","Đặng Thị Nhung","986866265.0","1","null","null","null"
"262","26/TB-TYT của TYT xã Hồng Vân","29/7/2025.","Điểm Y tế Liên Phương","Thôn Phương Quế -Xã Hồng Vân, HN","Nguyễn Thị Thúy","986918436.0","1","null","null","null"
"262","26/TB-TYT của TYT xã Hồng Vân","29/7/2025.","Điểm Y tế Hà Hồi","Xóm Phạm Hồng Thái - Xã Hồng Vân - Tp Hà Nội","Ngô Văn Chuẩn","988244321.0","1","null","null","null"
"262","26/TB-TYT của TYT xã Hồng Vân","29/7/2025.","Điểm Y tế Hồng Vân","Thôn Cẩm Cơ - Xã Hồng Vân HN","Nguyễn Văn Đô","987405675.0","1","null","null","null"
"263","48/TB-TYT của TYT xã Phú Nghĩa","25/7/2025.","Trạm Y tế xã Phú Nghĩa","Thôn Nhật Tiến, Xã Phú Nghĩa, Thành phố Hà Nội","Trần Thị Hoa","989755152.0","1","null","null","null"
"263","48/TB-TYT của TYT xã Phú Nghĩa","25/7/2025.","Điểm y tế Đông Phương Yên","Thôn Đồi 3, Xã Phú Nghĩa, HN","Nguyễn Văn Mạnh","968355189.0","1","null","null","null"
"263","48/TB-TYT của TYT xã Phú Nghĩa","25/7/2025.","Điểm y tế Quan Châm","Thôn Quan Châm, Xã Phú Nghĩa, Thành phố Hà Nội","Hoàng Gia Vinh","912361277.0","1","null","null","null"
"263","48/TB-TYT của TYT xã Phú Nghĩa","25/7/2025.","Điểm y tế Đông Sơn","Thôn Yên Kiện Đồi, xã Phú Nghĩa, Thành phố Hà Nội","Nguyễn Viết Phương","977687124.0","1","null","null","null"
"263","48/TB-TYT của TYT xã Phú Nghĩa","25/7/2025.","Điểm y tế Thanh Bình","Thôn Thanh Nê, Xã Phú Nghĩa, Thành phố Hà Nội","Trương Thúy Quỳnh","977469581.0","1","null","null","null"
"263","48/TB-TYT của TYT xã Phú Nghĩa","25/7/2025.","Điểm y tế Trung Hòa","Thôn Trung Cao, Xã Phú Nghĩa, Thành phố Hà Nội","Đỗ Thị Vân","988857990.0","1","null","null","null"
"264","02/TB-TYT của TYT xã Bất Bạt","21/7/2025.","Trạm Y tế xã Bất Bạt","Thôn Đa Thê, xã Bất Bạt,TP Hà Nội","Dương Văn Minh","962991977.0","1","null","null","null"
"264","02/TB-TYT của TYT xã Bất Bạt","21/7/2025.","Điểm Y tế Thuần Mỹ","Thôn 3, xã Bất Bạt, TP Hà Nội","Phí Ngọc Yến Nhi","356333998.0","1","null","null","null"
"264","02/TB-TYT của TYT xã Bất Bạt","21/7/2025.","Điểm Y tế Tòng Bạt","Thôn Tòng Thái, xã Bất Bạt, HN","Lương Thị Thuý Tình","988824775.0","1","null","null","null"
"264","02/TB-TYT của TYT xã Bất Bạt","21/7/2025.","Điểm Y tế Cẩm Lĩnh","Thôn Đông Phượng, xã Bất Bạt,HN","Hà Thị Phượng","988409993.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Trạm Y tế xã Cổ Đô","Thôn Hoắc Châu- xã Cổ Đô- HN","Đỗ Xuân Tùng","988741604.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Phú Hồng","Thôn Phú Xuyên 2- Xã Vật Lại-HN","Phương Thị Mai Hương","332992667.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Phú Đông","Thôn Phú Nghĩa- Xã Cổ Đô -HN","Nguyễn Quốc Thưởng","983139280.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Vạn Thắng","Thôn Quang Ngọc- Xã Cổ Đô -HN","Lê Thị Kim Ngân","976366558.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Phú Cường","Thôn Phú Thịnh - Xã Cổ Đô, HN","Trần Mạnh Thắng","396200660.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Phong Vân","Thôn Tân Phong 1 - Xã Cổ Đô, HN","Đỗ Xuân Thành","936326095.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Phú Phương","Thôn Phương Châu - Xã Cổ Đô, HN","Nguyễn Thị Nga","975659926.0","1","null","null","null"
"265","34/TB-TYT của TYT xã Cổ Đô","25/7/2025.","Điểm Y tế Kiều Mộc","Thôn Kiều Mộc - Xã Cổ Đô - HN","Nguyễn Thị Thảo","359735370.0","1","null","null","null"
"266","876/BVML-KHTH của Bệnh viện đa khoa huyện Mê Linh","22/7/2025.","Bệnh viện đa khoa huyện Mê Linh","Thôn 1 - Xã Yên Lãng - TP Hà Nội","Trần Quang Trịnh/ Tạ Ngọc Phương","978360285.0","null","1","null","null"
"266","876/BVML-KHTH của Bệnh viện đa khoa huyện Mê Linh","22/7/2025.","Khoa Sản bệnh viện đa khoa huyện Mê Linh","Thôn 1 - Xã Yên Lãng - TP Hà Nội","Trần Quang Trịnh/ Phạm Thị Lan Anh","985744898.0","null","1","null","null"
"267","63/BVPSTA-KD","714/7/2025.","Bệnh viện Phụ sản Thiện An","Bệnh viện Phụ sản Thiện An, số nhà 27, ngõ 603 phố Lạc Long Quân, phường Tây Hồ, TP Hà Nội","GS.TS. Nguyễn Viết Tiến","903227758.0","null","1","null","null"
