SoTT;NamPhatHanh;So;DangTaiLieu;NgonNguTaiLieu;TenTaiLieu;TacGia;TenNguonTrich;DuLieuNguonTrich;DacTrungSoLuong;PhuChuTaiLieu;ISSNISBN;DeMuc;TuKhoa;TuKhoaPhu;TuKhoaChuaKiemSoat;TuKhoaDiaLy;TuKhoaSinhHoc;TomTatTiengViet;TomTatTiengAnh;KyHieuKhoa;NoiDung;NhanDeDichTAnh;NguonTrichLaKyYeu,TapChi;DiemTapChi;LinhVucKHCN;TuKhoaTAnh;TomTatTAnh
1421;2016;5;BB;Vie;Văn hóa doanh nghiệp và nhận diện văn hóa doanh nghiệp;Vũ Thị Kim Ngân;Khoa học (Đại học Quốc tế Hồng Bàng);;75-82;;2354-0613;06.99;"Doanh nghiệp; Văn hóa doanh nghiệp; Mô hình văn hóa doanh nghiệp; Kinh doanh";;;;;"Trình bày về một vài vấn đề liên quan đến khái niệm, bản chất của văn hóa doanh nghiệp, từ đó chỉ ra một số mô hình, hệ tiêu chí giúp nhận diện và đánh giá sơ bộ được văn hóa doanh nghiệp của các tập đoàn, công ty, tổ chức...hiện nay; đồng thời là tiền đề cho các nghiên cứu, đánh giá sâu rộng hơn trong lĩnh vực văn hóa học và những chuyên ngành liên quan.";;TTKHCNQG, CVv395;;;;;;;
1422;2016;5;BB;Vie;Góp phần tìm hiểu Hội quán người Hoa ở Sài Gòn- Chợ Lớn;Lê Thụy Hồng Yến;Khoa học (Đại học Quốc tế Hồng Bàng);;83-87;;2354-0613;13.99;"Hội quán; Tính cộng đồng; Người Hoa; Sài Gòn; Chợ Lớn";;;;;Nghiên cứu trình bày tóm tắt sự di cư và định cư, sự hình thành các Hội quán của người Hoa ở vùng đất Sài Gòn - Chợ Lớn. Đồng thời, bài viết cũng cho thấy yếu tố tiên quyết nhất góp phần tạo nên vị thế của người Hoa chính là tính cộng đồng và những biểu hiện của nó qua các hoạt động kinh tế, tín ngưỡng, văn hóa - xã hội.;;TTKHCNQG, CVv395;;;;;;;
1423;2016;5;BB;Vie;Đình Hóc Môn trong bối cảnh đô thị hóa;Hoàng Thị Hiếu;Khoa học (Đại học Quốc tế Hồng Bàng);;88-94;;2354-0613;13.99;"Đình làng; Đô thị; Đô thị hóa; Đình Hóc Môn";;;;;Hóc Môn là vùng đất có quá trình hình thành và phát triển lâu đời, mang nhiều dấu tích văn hóa của thời khai hoang, mở cõi ở phương Nam. Nhiều nét văn hóa truyền thống của Hóc Môn được xem là tiêu biểu của văn hóa Sài Gòn - Gia Định xưa. Ngày nay, Hóc Môn vẫn là huyện ngoại thành của TP Hồ Chí Minh nhưng là nơi có tố độ đô thị hóa rất nhanh. Sự biến chuyển về cơ cấu kinh tế, gia tăng dân số cơ học, chính sách xã hội...có ảnh hưởng nhiều đối với những giá tị văn hóa truyền thống và những sinh hoạt văn hóa cộng đồng truyền thống.;;TTKHCNQG, CVv395;;;;;;;
1424;2016;5;BB;Vie;Những nhận thức lý luận mới của Đảng Cộng sản Việt Nam trong Văn kiện Đại hội XII;Hoàng Chí Bảo;Khoa học xã hội Việt Nam;;3-17;;1013-4328;11.99;"Văn kiện đại hội; Lý luận; NHận thức mới; Đại hội XII; Đảng Cộng sản Việt Nam";;;;;"Phân tích những nhận thức lý luận mới của Đảng Cộng sản Việt Nam được thể hiện trong Văn kiện Đại hội đại biểu toàn quốc lần thứ XII. Theo tá giả, Đại hộc đại biểu toàn quốc lần thứ XII của Đảng Cộng sản Việt Nam là đại hội của Đổi mới - Trí tuệ - Dân chủ - Đoàn kết và Phát triển. Báo cáo chính trị của Ban chấp hành Trung ương khóa XI tại Đại hội đại biểu toàn quốc lần thứ XII của Đảng (Báo cáo Chính trị) được kết cấu theo vấn đề với điểm nhấn là: tăng cường xây dựng Đảng trong sạch, vững mạnh, phát huy sức mạng toàn dân tộc, dân chủ xã hội chủ nghĩa; đảy mạnh toàn diện, đồng bộ công cuộc đổi mới, bảo vệ vững chắc tổ quốc, giữ vững môi trường hòa bình, ổn định; phấn đấu sớm đưa nước ta cơ bản trở thành nước công nghiệp theo hướng hiện đại. Báo cáo chính trị cân nhắc thận trọng, đảm bảo tính khách quan và quan điểm lịch sử cụ thể trong đánh giá kết quả 5 năm thực hiện Nghị quyết Đại hội XI và thành tựu 30 năm đổi mới. Báo cáo chính trị thể hiện sự phát triển tư duy lý luận của Đảng trên các lĩnh vực trọng yếu.";;TTKHCNQG, CVt63;;;;;;;
1425;2016;5;BB;Vie;Quan hệ thương mại Việt Nam - ấn Độ;Hoàng Thị Bích Loan;Khoa học xã hội Việt Nam;;18-24;;1013-4328;06.59.05;"Quan hệ thương mại; Xuất khẩu; Nhập khẩu; Hàng hóa; Việt Nam; ấn Độ";;;;;Quan hệ thương mại Việt Nam - ấn Độ đã có từ rất lâu và hiện nay đang phát triển tốt đẹp. Việt Nam - ấn Độ đã trở thành những đối tác kinh tế quan trọng của nhau, kim ngạch thương mại hai chiều tăng trưởng mạnh và bền vững trong những năm vừa qua, đặc biệt là kể từ sau khi Hiệp định Thương mại hàng hóa ASEAN - ấN Độ (AITIG) được ký kết vào năm 2009. Hiện nay, ấn Độ là một trong mười đối tác thương mại lớn nhất của Việt Nam.;;TTKHCNQG, CVt63;;;;;;;
1426;2016;5;BB;Vie;Hỗ trợ phát triển chính thức của New Zealand cho Việt Nam;Nguyễn Thị Kim Chi;Khoa học xã hội Việt Nam;;25-31;;1013-4328;06.99;"Hỗ trợ Phát triển chính thức; ODA; New Zealand; Việt Nam";;;;;Phân tích thực trạng hỗ trợ phát triển chính thức (ODA) của New Zealand cho Việt Nam trên các lĩnh vực: giáo dục và đào tạo, phát triển nông nghiệp và nông thôn, quản lý rủi ro thiên tai. Mặc dù có sự gia tăng qua các năm, song ODA của New Zealand cho Việt Nam vẫn chưa tương xứng với tiềm năng và thế mạnh của cả hai bên.;;TTKHCNQG, CVt63;;;;;;;
1427;2016;5;BB;Vie;Tính giai cấp trong học thuyết về lễ của Khổng Tử và Tuân Tử;Nguyễn Đức Diện;Khoa học xã hội Việt Nam;;32-37;;1013-4328;02.99;"Lễ; Đạo đức; Nho giáo; Khổng Tử; Tuân Tử";;;;;"Trong Nho giáo, lễ là quy phạm đạo đức dùng để điều chỉnh hành vi con người. ở Khổng Tử, lễ là bộ phận cấu thành trong hệ thống nhân, lễ, chính danh, còn ở Tuân Tử, lễ được kết hợp với pháp luật thành đường lối trị nước dưới tên gọi ""lễ pháp kiêm trị"". Mục đích của đường lối trị nước dựa vào lễ lễ để phân công trách nhiệm của mỗi cá nhân trong xã hội, đồng thời để điều hòa sự bất bình đẳng xã hội,  ngăn chặn bạo loạn, tranh gianh, đố kỵ giữa hai tầng lớp thống trị và bị trị. Tuy nhiên, ở Khổng Tử và Tuân Tử, lễ đều là quy định biện hộ cho lợi ích của giai cấp địa chủ phong kiến.";;TTKHCNQG, CVt63;;;;;;;
1428;2016;5;BB;Vie;Về học thuyết hình thái kinh tế - xã hội của C. Mác;Dương Văn Thịnh;Khoa học xã hội Việt Nam;;38-46;;1013-4328;02.99;"Tính khoa học hạn chế; Hình thái kinh tế - xã hội; Học thuyết C.Mác; Triết học";;;;;Học thuyết của C. Mác về hình thái kinh tế - xã hội từ khi ra đời đã cung cấp cho giai cấp công nhân và nhân loại tiến bộ một vũ khí lý luận khoa học để đấu tranh giải phóng con người. Học thuyết đó đã và đang bị nhiều người phê phán. Trong thời đại hiện nay, trước những biến đổi to lớn của thực tiễn xã hội, đặc biệt trước sự sụp đổ của mô hình chủ nghĩa xã hội Liên Xô, sự phê phán học thuyết đó của C. Mác càng tăng cường hơn không chỉ từ các thế lực thù địch, mà ngay cả từ hàng ngũ những người mác-xít.;;TTKHCNQG, CVt63;;;;;;;
1429;2016;5;BB;Vie;Lý thuyết phê phán của trường phái Frankfurt;Nguyễn Chí Hiếu;Khoa học xã hội Việt Nam;;47-54;;1013-4328;02.99;"Lý thuyết phê phán; Chủ nghĩa Mác phương Tây; Trường phái Frankfurt; Triết học Tây Âu";;;;;"Lý thuyết phê phán của trường phái Frankfurt có ảnh hưởng mạnh mẽ tới trào lưu cánh tả phương Tây; đồng thời, trường phái này còn đi tiên phong trong việc chống lại ảnh hưởng của chủ nghĩa thực dụng, chủ nghĩa thực chứng và thuyết kỹ trị. Lý thuyết phê pháp chỉ ra tác động tiêu cực của khoa học - kỹ thuật và tiến hành phê phán xã họi công nghiệp phát triển Tây Âu và giác độ triết học xã hội.";;TTKHCNQG, CVt63;;;;;;;
1430;2016;5;BB;Vie;Cải cách quân đội thời Lê Thánh Tông và tính lịch sử mang tính thời đại;Hoàng Việt Trung;Khoa học xã hội Việt Nam;;55-60;;1013-4328;03.99;"Quân đội; Quốc phòng toàn dân; Cải cách quân đội; Thời Lê sơ; Lê Thánh Tông";;;;;Không chỉ tập trung tiến hành cải cách hệ thống hành chính từ Trung ương đến địa phương, Lê Thánh Tông còn dành nhiều tâm huyết cho việc xây dựng một tổ chức quân đội tập trung và tinh nhuệ bắt đầu từ năm 1446. Bài viết nghiên cứu mục tiêu và các biện pháp trong xây dựng và tổ chức quân đội thời Lê Thánh Tông, trên cơ sở đó rút ra những bài học mang tính lịch sử thời đại cho việc xây dựng nền quốc phòng toàn dân và an ninh nhân dân hiện nay ở nước ta.;;TTKHCNQG, CVt63;;;;;;;
1431;2016;5;BB;Vie;Chợ miền núi xứ Thanh;Mai Văn Tùng;Khoa học xã hội Việt Nam;;61-67;;1013-4328;03.61;"Chợ; Miền núi; Xứ Thanh; Dân tộc học";;;;;Miền núi Thanh Hóa gồm 11 huyện là không gian sinh tồn chủ yếu của 6 tộc người thiểu số: Mường, Thái, Thổ, Mông, Dao, Khơ Mú. Do đó, mật độ dân cư thấp, sống phân tán, địa hình chia cắt lớn nên chợ vùng cao xứ Thanh kia chỉ phổ biến loại hình chợ phiên có quy mô liên làng, liên vùng, thâm chí liên vùng giữa hai quốc gia Việt - Lào. Chợ ở miền núi xứ Thanh chủ yếu được lập ở trong không gian văn hóa Mường - Thái, tập trung ở các huyện Cẩm Thủy, Ngọc Lặc, Bá Thước... Nhìn chung, chợ vùng cao xứ Thanh không chỉ có tầm quan trọng đặc biệt với sự phát triển kinh tế - xã hội mà còn là nơi hội tụ, kết tinh, giao lưu và lan tỏa văn hóa vùng miền. Thông qua chợ, các tộc người khu vực miền núi xứ Thanh tiếp xúc với thế giới rộng lớn hơn.;;TTKHCNQG, CVt63;;;;;;;
1432;2016;5;BB;Vie;Đặc điểm nghệ thuật tự truyện của Tô Hoài sau 1986;Hoàng Thị Tâm;Khoa học xã hội Việt Nam;;68-73;;1013-4328;16.99;"Nghệ thuật; Tự truyện; Cát bụi chân ai; Chiều chiều; Tô Hoài";;;;;Trong dòng văn học hiện đại Việt Nam, Tô Hoài được đánh giá là một cây đại thụ. Ông thành công ở nhiều thể loại như truyện ngắn, truyện dài, truyện đồng thoại, tiểu thuyết, kịch, hồi ký, chân dung văn học. Đặc sắc trong nghệ thuật tự truyện của Tô Hoài là kiểu người kể chuyện nhân chứng với ngôi kể tôi chủ quan và điểm nhìn khách quan của người trong cuộc. Kiểu kể truyện đó nhấn mạnh những sự kiện bên ngoài, hơn là sự kiện cá nhân, tái hiện lịch sử thông qua những sự kiện và số phận con người dòng chảy của nó.;;TTKHCNQG, CVt63;;;;;;;
1433;2016;5;BB;Vie;Sự biến đổi văn hóa của học sinh dân tộc thiểu số ở Việt Nam;Lê Thị Mùi;Khoa học xã hội Việt Nam;;74-80;;1013-4328;13.99;"Văn hóa; Học sinh; Dân tộc thiểu số; Tộc người; Việt Nam";;;;;Văn hóa các dân tộc (tộc người) thiểu số ở Việt Nam đang bị biến đổi mạnh mẽ bởi các yếu tố kinh tế thị trường (KTTT), đô thị hóa (ĐTH) và toàn cầu hóa (TCH). Đối tương dễ biến đổi là học sinh. Văn hóa của học sinh dân tộc thiểu số (DTTS) bị tác động ở mức độ lớn hơn khi học sinh chuyển từ địa bản nông thôn miền núi sang môi trường đô thị. Sự thay đổi này phản ánh quá trình giao lưu văn hóa giữa các tộc người cũng như quá trình hiện địa hóa diễn ra trên tất cả các vùng miền ở Việt Nam hiện nay. Sự thay đổi này phụ thuộc và mức độ giao lưu văn hóa giữa các tộc người, mức độ ĐTH và TCH ở các khu vực. Môi trường ĐTH và HĐH của trường dân tộc nội trú (DTNT) tại thành phố càng làm thúc đẩy hơn sự biến đổi văn hóa của học sinh dân tộc thiểu số ở đó.;;TTKHCNQG, CVt63;;;;;;;
1434;2016;5;BB;Vie;Tư tưởng của Nguyễn Trãi về giáo dục;Nguyễn Bá Cường;Khoa học xã hội Việt Nam;;81-89;;1013-4328;14.99;"Giáo dục; Đạo đức; Nho giáo; Nguyễn Trãi";;;;;Nguyễn Trãi là người có những tư tưởng sâu sắc về vai trò và nội dung của giáo dục. Tư tưởng của Nguyễn Trãi về giáo dục phù hợp với các chuẩn mực của Nho giáo. Nhiều nội dung trong tư tưởng về giáo dục của ông có giá trị đối với sự nghiệp giáo dục, xây dựng văn hóa, con người Việt Nam hiện nay.;;TTKHCNQG, CVt63;;;;;;;
1435;2016;5;BB;Vie;Chính sách tôn giáo của Trung Quốc trong giai đoạn 1949-1982;Phạm Thanh Hằng;Khoa học xã hội Việt Nam;;90-96;;1013-4328;21.99;"Tôn giáo; Chính sách; Trung Quốc";;;;;"Phân tích chính sách tôn giáo của Đảng Cộng sản Trung Quốc trong thời kỳ đầu xây dựng chủ nghĩa xã hội (giai đoạn 1949-1982). Từ thành lập nước năm 1949 đến trước Đại cách mạng Văn hóa chính sách đó chủ yếu là đúng đắn hai mẫu thuẫn không cùng tính chất của vấn đề tôn giáo, hoạch định phương hướng chính trị đúng đắn cho các tôn giáo, hình thành quan niệm ""Ngũ tính luân"" của tôn giáo, dẫn dắt các tôn giáo tiến hành phong trào cải cách dân chủ thể chế tôn giáo; xác lập phương châm độc lập, tự chủ, tự xây dựng giáo hội; nghiêm túc thận trọng trong giải quyết vấn đề tôn giáo ở vùng các dân tộc thiểu số, không dùng mệnh lệnh hành chính trong ứng xử với tôn giáo. Tuy nhiên, từ Đại cách mạng Văn hóa đến trước năm 1982, chính sách của Trung Quốc về tôn giáo gặp nhiều sai lầm do nhận thức và ứng xử tôn giáo. Tuy nhiên, từ Đại cách mạng Văn hóa đến trước năm 1982, chính sách của Trung Quốc về tôn giáo gặp nhiều sai lầm do nhận thức và ứng xử phản khoa học học đối với tôn giáo.";;TTKHCNQG, CVt63;;;;;;;
1436;2016;5;BB;Vie;Hôn nhân của người Mường ở Đắk Lắk hiện nay;"Lương Thị Thu Hằng; Đỗ Thị Ngân";Khoa học xã hội Việt Nam;;97-101;;1013-4328;03.61;"Hôn nhân; Văn hóa; Người Mường; Đắc Lắc";;;;;Người Mường là một tộc người ở Đắc Lắc. Xu hướng hôn nhân hỗn hợp giữa dân tộc Mường và các dân tộc khác tại Đắc Lắc là một ví dụ điển hình của hôn nhân hỗn hợp dân tộc đang phổ biến hiện nay. Bên cạnh những mặt tích cực như tạo sự hòa hợp dân tộc, đoàn kết dân tộc thì những vấn đề về giữ gìn bản sắc văn hóa dân tộc, giữ gìn ngôn ngữ, chữ viết của tộc người thông qua xu hướng hôn nhân hỗn hợp tộc người hiện nay cũng được đặt ra để quản lý, bảo tồn.;;TTKHCNQG, CVt63;;;;;;;
